interaction_id,user_id,reel_id,timestamp,session_id,watch_seconds,watch_percentage,liked,saved,shared,replayed,skipped,followed_creator
INT014194,U000346,RL004750,2025-05-28T22:55:47,SESS001898,37.3,62.1,0,0,0,0,0,0
INT014195,U000346,CAND000780,2025-05-28T22:56:47,SESS001898,57.5,66.8,0,0,0,0,0,0
INT014196,U000346,RL001898,2025-05-28T22:57:44,SESS001898,38.9,43.2,0,0,0,0,0,0
INT014197,U000346,RL003745,2025-06-20T01:00:25,SESS001899,16.4,38.2,0,0,0,0,0,0
INT014198,U000346,RL000554,2025-06-20T01:01:29,SESS001899,49.5,58.2,0,0,0,0,0,0
INT014199,U000346,RL001663,2025-06-20T01:02:14,SESS001899,39.3,62.3,0,0,0,0,0,0
INT014200,U000346,CAND000407,2025-06-20T01:02:45,SESS001899,14.2,61.9,0,0,0,0,0,0
INT014201,U000346,RL002052,2025-04-25T21:22:44,SESS001900,27.1,43.7,0,0,0,0,0,0
INT014202,U000346,CAND000402,2025-04-25T21:23:13,SESS001900,23.0,39.7,0,0,0,0,0,0
INT014203,U000346,RL001678,2025-04-25T21:23:52,SESS001900,27.4,58.3,0,0,0,0,0,0
INT014204,U000346,RL000602,2025-04-25T21:24:11,SESS001900,9.5,30.6,0,0,0,0,0,0
INT014205,U000346,RL003307,2025-04-25T21:24:21,SESS001900,7.5,41.6,0,0,0,0,0,0
INT014206,U000346,RL003011,2025-03-18T13:33:54,SESS001901,12.5,25.1,0,0,0,0,0,0
INT014207,U000346,RL000810,2025-03-18T13:34:09,SESS001901,2.1,11.8,0,0,0,0,1,0
INT014208,U000346,RL000796,2025-03-18T13:34:22,SESS001901,11.5,35.8,0,0,0,0,0,0
INT014209,U000346,CAND000252,2025-03-18T13:34:51,SESS001901,22.6,29.7,0,0,0,0,0,0
INT014210,U000346,RL001348,2025-03-18T13:35:04,SESS001901,3.0,29.6,0,0,0,0,0,0
INT014211,U000346,RL002047,2025-03-18T13:35:21,SESS001901,8.7,36.2,0,0,0,0,0,0
INT014212,U000346,RL004114,2025-03-18T13:35:39,SESS001901,7.6,47.8,0,0,0,0,0,0
INT014213,U000346,RL003745,2025-03-18T13:35:57,SESS001901,15.0,34.9,0,0,0,0,0,0
INT014214,U000346,RL000305,2025-03-18T13:36:23,SESS001901,11.6,50.2,0,0,0,0,0,0
INT014215,U000346,CAND000612,2025-06-24T05:38:45,SESS001902,15.8,37.7,0,0,0,0,0,0
INT014216,U000346,RL000519,2025-06-24T05:39:23,SESS001902,36.8,51.1,0,0,0,0,0,0
INT014217,U000346,RL004561,2025-06-24T05:39:52,SESS001902,12.3,21.5,0,0,0,0,1,0
INT014218,U000346,RL002584,2025-06-24T05:40:55,SESS001902,52.7,62.7,0,0,0,0,0,0
INT014219,U000346,RL002150,2025-06-24T05:41:28,SESS001902,26.8,43.9,0,0,0,0,0,0
INT014220,U000346,RL001999,2025-06-24T05:41:33,SESS001902,2.2,26.9,0,0,0,0,0,0
INT014221,U000346,RL004450,2025-06-24T05:42:11,SESS001902,18.1,41.0,0,0,0,0,0,0
INT014222,U000346,CAND000583,2025-06-24T05:42:36,SESS001902,21.9,24.6,0,0,0,0,1,0
INT014223,U000346,CAND000768,2025-06-24T05:42:59,SESS001902,13.7,56.9,0,0,0,0,0,0
INT014224,U000346,RL000760,2025-06-24T05:43:06,SESS001902,3.3,9.6,0,0,0,0,1,0
INT014225,U000346,CAND000184,2025-06-24T05:43:42,SESS001902,17.1,30.5,0,0,0,0,0,0
INT014226,U000346,RL000598,2025-06-24T05:44:26,SESS001902,24.0,48.0,0,0,0,0,0,0
INT014227,U000346,RL001578,2025-05-25T14:32:15,SESS001903,16.6,50.4,0,0,0,0,0,0
INT014228,U000346,RL003469,2025-05-25T14:32:43,SESS001903,17.9,57.7,0,0,0,0,0,0
INT014229,U000346,RL004967,2025-05-25T14:33:08,SESS001903,9.8,16.3,0,0,0,0,1,0
INT014230,U000346,RL003078,2025-05-25T14:33:42,SESS001903,20.9,24.3,0,0,0,0,1,0
INT014231,U000346,RL001948,2025-05-25T14:34:39,SESS001903,48.6,60.1,0,0,0,0,0,0
INT014232,U000347,RL002570,2025-08-31T13:47:42,SESS001904,35.7,50.3,0,0,0,0,0,0
INT014233,U000347,RL004474,2025-08-31T13:48:17,SESS001904,30.3,34.8,0,0,0,0,0,0
INT014234,U000347,RL001926,2025-08-31T13:49:17,SESS001904,43.6,77.9,0,0,0,0,0,0
INT014235,U000347,CAND000756,2025-08-31T13:49:39,SESS001904,4.4,36.8,0,0,0,0,0,0
INT014236,U000347,RL002101,2025-08-31T13:49:54,SESS001904,4.3,30.6,0,0,0,0,0,0
INT014237,U000347,RL000172,2025-08-31T13:50:13,SESS001904,10.7,15.2,0,0,0,0,1,0
INT014238,U000347,RL003856,2025-08-31T13:50:33,SESS001904,13.5,45.0,0,0,0,0,0,0
INT014239,U000347,RL002703,2025-08-31T13:51:09,SESS001904,22.5,53.5,0,0,0,0,0,0
INT014240,U000347,RL003122,2025-08-31T13:51:34,SESS001904,22.8,31.3,0,0,0,0,0,0
INT014241,U000347,RL003170,2025-08-31T13:51:39,SESS001904,2.3,28.3,0,0,0,0,0,0
INT014242,U000347,RL000937,2025-08-31T13:52:01,SESS001904,14.7,38.8,0,0,0,0,0,0
INT014243,U000347,RL001499,2025-02-24T03:04:00,SESS001905,10.3,13.4,0,0,0,0,1,0
INT014244,U000347,RL004418,2025-02-24T03:04:43,SESS001905,24.6,70.3,0,0,0,0,0,0
INT014245,U000347,RL003203,2025-02-24T03:05:47,SESS001905,44.0,66.7,0,0,0,0,0,0
INT014246,U000347,RL000694,2025-02-24T03:06:06,SESS001905,4.6,17.0,0,0,0,0,1,0
INT014247,U000347,RL002135,2025-02-24T03:06:54,SESS001905,28.3,39.9,0,0,0,0,0,0
INT014248,U000347,RL004856,2025-02-24T03:07:43,SESS001905,35.2,39.1,0,0,0,0,0,0
INT014249,U000347,RL001363,2025-02-24T03:07:57,SESS001905,10.4,47.1,0,0,0,0,0,0
INT014250,U000347,RL004744,2025-02-24T03:08:34,SESS001905,19.6,29.2,0,0,0,0,0,0
INT014251,U000347,RL000588,2025-02-24T03:08:50,SESS001905,3.5,39.0,0,0,0,0,0,0
INT014252,U000347,CAND000292,2025-02-24T03:09:28,SESS001905,35.3,58.8,0,0,0,0,0,0
INT014253,U000347,RL003607,2025-02-24T03:10:06,SESS001905,31.2,49.5,0,0,0,0,0,0
INT014254,U000347,RL002889,2025-02-24T03:10:51,SESS001905,27.7,47.8,0,0,0,0,0,0
INT014255,U000347,RL000109,2025-08-01T20:14:30,SESS001906,12.8,18.3,0,0,0,0,1,0
INT014256,U000347,RL001598,2025-08-01T20:14:42,SESS001906,1.4,17.0,0,0,0,0,1,0
INT014257,U000347,RL001664,2025-08-01T20:15:15,SESS001906,18.9,30.0,0,0,0,0,0,0
INT014258,U000347,RL004081,2025-08-01T20:15:32,SESS001906,2.0,13.2,0,0,0,0,1,0
INT014259,U000347,RL001789,2025-08-01T20:16:04,SESS001906,22.3,85.7,1,1,1,0,0,0
INT014260,U000347,RL003455,2025-08-01T20:16:24,SESS001906,9.0,21.5,0,0,0,0,1,0
INT014261,U000347,RL001660,2025-08-01T20:16:37,SESS001906,10.6,50.3,0,0,0,0,0,0
INT014262,U000347,RL003367,2025-08-01T20:16:50,SESS001906,4.7,58.9,0,0,0,0,0,0
INT014263,U000347,RL002616,2025-08-01T20:17:11,SESS001906,7.6,39.9,0,0,0,0,0,0
INT014264,U000347,RL001192,2025-08-01T20:17:35,SESS001906,6.4,35.6,0,0,0,0,0,0
INT014265,U000347,RL001417,2025-02-09T16:49:26,SESS001907,26.5,38.3,0,0,0,0,0,0
INT014266,U000347,RL001901,2025-02-09T16:49:46,SESS001907,4.1,27.1,0,0,0,0,0,0
INT014267,U000347,RL002427,2025-02-09T16:50:18,SESS001907,20.9,25.4,0,0,0,0,0,0
INT014268,U000347,RL001616,2025-02-09T16:51:24,SESS001907,60.3,77.3,0,0,0,0,0,0
INT014269,U000347,RL004431,2025-02-09T16:51:45,SESS001907,9.7,11.3,0,0,0,0,1,0
INT014270,U000347,RL002861,2025-02-09T16:51:56,SESS001907,9.6,14.4,0,0,0,0,1,0
INT014271,U000347,RL003460,2025-02-09T16:52:38,SESS001907,33.5,46.5,0,0,0,0,0,0
INT014272,U000347,CAND000407,2025-02-09T16:53:01,SESS001907,6.2,26.8,0,0,0,0,0,0
INT014273,U000347,CAND000219,2025-02-09T16:53:23,SESS001907,5.0,55.1,0,0,0,0,0,0
INT014274,U000347,RL001982,2025-02-09T16:53:40,SESS001907,0.0,0,0,0,0,0,1,0
INT014275,U000347,CAND000506,2025-02-09T16:54:07,SESS001907,12.4,40.1,0,0,0,0,0,0
INT014276,U000347,RL004704,2025-02-09T16:54:27,SESS001907,8.5,15.8,0,0,0,0,1,0
INT014277,U000347,CAND000354,2025-05-07T06:32:45,SESS001908,14.8,20.5,0,0,0,0,1,0
INT014278,U000347,RL001872,2025-05-07T06:33:14,SESS001908,14.4,19.4,0,0,0,0,1,0
INT014279,U000347,RL002015,2025-05-07T06:33:34,SESS001908,6.5,12.2,0,0,0,0,1,0
INT014280,U000347,RL002253,2025-03-22T06:08:36,SESS001909,15.8,31.0,0,0,0,0,0,0
INT014281,U000347,RL002244,2025-03-22T06:09:01,SESS001909,15.0,27.3,0,0,0,0,0,0
INT014282,U000347,RL001530,2025-03-22T06:09:28,SESS001909,18.9,55.7,0,0,0,0,0,0
INT014283,U000347,CAND000290,2025-03-22T06:10:05,SESS001909,18.4,25.6,0,0,0,0,0,0
INT014284,U000347,RL003475,2025-03-22T06:10:37,SESS001909,20.8,42.5,0,0,0,0,0,0
INT014285,U000347,CAND000201,2025-03-22T06:10:54,SESS001909,8.0,61.8,0,0,0,0,0,0
INT014286,U000347,CAND000162,2025-03-22T06:11:19,SESS001909,22.1,52.6,0,0,0,0,0,0
INT014287,U000347,CAND000697,2025-03-22T06:11:42,SESS001909,12.1,57.8,0,0,0,0,0,0
INT014288,U000347,RL001140,2025-03-22T06:12:17,SESS001909,30.1,41.2,0,0,0,0,0,0
INT014289,U000347,CAND000493,2025-03-22T06:12:55,SESS001909,20.7,25.9,0,0,0,0,0,0
INT014290,U000347,RL000653,2025-03-22T06:13:54,SESS001909,41.9,58.3,0,0,0,0,0,0
INT014291,U000347,RL000991,2025-07-09T20:42:28,SESS001910,8.1,50.9,0,0,0,0,0,0
INT014292,U000347,CAND000425,2025-07-09T20:42:56,SESS001910,20.2,42.9,0,0,0,0,0,0
INT014293,U000347,RL003649,2025-07-09T20:43:14,SESS001910,10.4,17.7,0,0,0,0,1,0
INT014294,U000347,RL000403,2025-07-09T20:43:39,SESS001910,5.2,32.3,0,0,0,0,0,0
INT014295,U000347,RL004509,2025-03-09T02:08:18,SESS001911,7.2,13.8,0,0,0,0,1,0
INT014296,U000347,RL002844,2025-03-09T02:08:39,SESS001911,12.5,23.1,0,0,0,0,1,0
INT014297,U000347,RL001766,2025-03-09T02:09:14,SESS001911,33.3,65.4,0,0,0,0,0,0
INT014298,U000347,RL003861,2025-03-09T02:09:55,SESS001911,24.9,50.7,0,0,0,0,0,0
INT014299,U000348,RL001416,2025-03-02T19:52:17,SESS001912,12.4,33.6,0,0,0,0,0,0
INT014300,U000348,CAND000614,2025-03-02T19:52:27,SESS001912,7.1,32.2,0,0,0,0,0,0
INT014301,U000348,CAND000462,2025-03-02T19:52:52,SESS001912,8.8,31.5,0,0,0,0,0,0
INT014302,U000348,RL001424,2025-03-02T19:53:24,SESS001912,19.3,23.0,0,0,0,0,1,0
INT014303,U000348,RL004572,2025-03-02T19:53:50,SESS001912,6.0,23.9,0,0,0,0,1,0
INT014304,U000348,RL004167,2025-03-02T19:54:45,SESS001912,47.4,57.8,0,0,0,0,0,0
INT014305,U000348,RL000158,2025-03-02T19:55:24,SESS001912,21.2,27.9,0,0,0,0,0,0
INT014306,U000348,RL004959,2025-03-02T19:55:52,SESS001912,19.3,44.9,0,0,0,0,0,0
INT014307,U000348,CAND000145,2025-03-02T19:55:58,SESS001912,0.0,0,0,0,0,0,1,0
INT014308,U000348,RL003314,2025-03-02T19:56:25,SESS001912,13.4,22.0,0,0,0,0,1,0
INT014309,U000348,RL000101,2025-03-13T04:23:10,SESS001913,5.8,20.8,0,0,0,0,1,0
INT014310,U000348,CAND000521,2025-03-13T04:23:34,SESS001913,10.9,45.4,0,0,0,0,0,0
INT014311,U000348,RL002023,2025-03-13T04:24:27,SESS001913,51.7,58.1,0,0,0,0,0,0
INT014312,U000348,RL004542,2025-03-13T04:25:05,SESS001913,29.9,50.8,0,0,0,0,0,0
INT014313,U000348,RL003233,2025-03-13T04:25:31,SESS001913,8.0,13.5,0,0,0,0,1,0
INT014314,U000348,RL004378,2025-03-13T04:26:21,SESS001913,48.4,59.0,0,0,0,0,0,0
INT014315,U000348,CAND000310,2025-03-13T04:26:32,SESS001913,2.6,32.8,0,0,0,0,0,0
INT014316,U000348,RL001122,2025-03-13T04:26:55,SESS001913,12.2,20.7,0,0,0,0,1,0
INT014317,U000348,RL001040,2025-07-14T07:05:01,SESS001914,7.8,40.8,0,0,0,0,0,0
INT014318,U000348,RL000328,2025-07-14T07:05:45,SESS001914,40.5,56.3,0,0,0,0,0,0
INT014319,U000348,RL003065,2025-07-14T07:06:15,SESS001914,17.1,43.9,0,0,0,0,0,0
INT014320,U000348,RL003779,2025-07-14T07:06:27,SESS001914,10.0,19.3,0,0,0,0,1,0
INT014321,U000348,RL001574,2025-07-14T07:07:00,SESS001914,27.0,45.8,0,0,0,0,0,0
INT014322,U000348,RL003569,2025-07-14T07:07:38,SESS001914,22.1,58.2,0,0,0,0,0,0
INT014323,U000348,RL002215,2025-07-14T07:08:05,SESS001914,18.7,22.8,0,0,0,0,1,0
INT014324,U000348,RL003941,2025-07-14T07:08:20,SESS001914,8.7,48.2,0,0,0,0,0,0
INT014325,U000348,RL002124,2025-02-28T17:40:34,SESS001915,8.4,33.8,0,0,0,0,0,0
INT014326,U000348,RL001916,2025-02-28T17:41:21,SESS001915,28.9,38.1,0,0,0,0,0,0
INT014327,U000348,RL000386,2025-02-28T17:41:31,SESS001915,5.4,16.8,0,0,0,0,1,0
INT014328,U000348,CAND000102,2025-02-28T17:41:43,SESS001915,10.2,25.0,0,0,0,0,1,0
INT014329,U000348,RL002357,2025-02-28T17:42:43,SESS001915,41.2,47.9,0,0,0,0,0,0
INT014330,U000348,RL002907,2025-05-19T11:02:58,SESS001916,41.9,50.4,0,0,0,0,0,0
INT014331,U000348,RL004201,2025-05-19T11:03:23,SESS001916,15.7,47.6,0,0,0,0,0,0
INT014332,U000348,RL001511,2025-05-19T11:03:49,SESS001916,10.7,50.9,0,0,0,0,0,0
INT014333,U000348,RL002762,2025-05-19T11:04:10,SESS001916,2.9,32.0,0,0,0,0,0,0
INT014334,U000348,RL001923,2025-05-19T11:04:52,SESS001916,31.5,65.5,0,0,0,0,0,0
INT014335,U000348,RL004623,2025-05-19T11:05:19,SESS001916,7.9,21.2,0,0,0,0,1,0
INT014336,U000348,RL002189,2025-05-19T11:05:48,SESS001916,9.0,50.2,0,0,0,0,0,0
INT014337,U000348,RL003861,2025-05-19T11:06:18,SESS001916,21.2,43.2,0,0,0,0,0,0
INT014338,U000348,RL004157,2025-05-19T11:06:52,SESS001916,20.4,36.5,0,0,0,0,0,0
INT014339,U000348,RL004569,2025-05-19T11:07:16,SESS001916,5.3,53.0,0,0,0,0,0,0
INT014340,U000348,RL000884,2025-05-19T11:08:03,SESS001916,29.3,61.1,0,0,0,0,0,0
INT014341,U000349,RL001340,2025-06-25T23:56:00,SESS001917,37.1,64.0,0,0,0,0,0,0
INT014342,U000349,RL003497,2025-06-25T23:57:00,SESS001917,40.8,55.9,0,0,0,0,0,0
INT014343,U000349,RL003055,2025-06-25T23:57:29,SESS001917,12.2,67.8,0,0,0,0,0,0
INT014344,U000349,CAND000322,2025-06-25T23:58:07,SESS001917,32.1,54.4,0,0,0,0,0,0
INT014345,U000349,RL000507,2025-06-25T23:58:30,SESS001917,15.4,69.8,0,0,0,0,0,0
INT014346,U000349,RL004085,2025-06-25T23:59:57,SESS001917,67.2,78.2,0,0,0,0,0,0
INT014347,U000349,RL003337,2025-06-26T00:00:03,SESS001917,3.1,28.4,0,0,0,0,0,0
INT014348,U000349,RL002146,2025-06-26T00:00:27,SESS001917,17.3,61.6,0,0,0,0,0,0
INT014349,U000349,CAND000022,2025-06-26T00:00:48,SESS001917,4.5,6.8,0,0,0,0,1,0
INT014350,U000349,CAND000678,2025-10-29T19:55:14,SESS001918,8.5,49.8,0,0,0,0,0,0
INT014351,U000349,RL002049,2025-10-29T19:55:33,SESS001918,14.4,62.4,0,0,0,0,0,0
INT014352,U000349,RL004284,2025-10-29T19:56:33,SESS001918,40.7,70.2,1,0,0,0,0,0
INT014353,U000349,CAND000801,2025-10-29T19:56:58,SESS001918,8.5,38.6,0,0,0,0,0,0
INT014354,U000349,RL003060,2025-10-29T19:57:19,SESS001918,6.7,60.8,0,0,0,0,0,0
INT014355,U000349,RL002455,2025-10-29T19:58:16,SESS001918,39.0,60.9,0,0,0,0,0,0
INT014356,U000349,CAND000664,2025-10-29T19:59:03,SESS001918,39.5,67.0,0,0,0,0,0,0
INT014357,U000349,RL002930,2025-10-29T19:59:56,SESS001918,50.3,64.4,0,0,0,0,0,0
INT014358,U000349,RL002149,2025-10-29T20:00:12,SESS001918,6.9,40.6,0,0,0,0,0,0
INT014359,U000349,RL000889,2025-10-29T20:01:00,SESS001918,46.4,61.1,0,0,0,0,0,0
INT014360,U000349,RL002159,2025-10-29T20:01:40,SESS001918,30.2,48.0,0,0,0,0,0,0
INT014361,U000349,CAND000027,2025-10-29T20:02:37,SESS001918,44.0,48.8,0,0,0,0,0,0
INT014362,U000349,RL004532,2025-10-07T19:16:43,SESS001919,34.2,42.7,0,0,0,0,0,0
INT014363,U000349,RL001667,2025-10-07T19:17:21,SESS001919,36.5,65.3,0,0,0,0,0,0
INT014364,U000349,RL000961,2025-10-07T19:17:42,SESS001919,15.8,42.8,0,0,0,0,0,0
INT014365,U000349,RL004626,2025-10-07T19:18:34,SESS001919,42.3,56.4,0,0,0,0,0,0
INT014366,U000349,RL001059,2025-10-07T19:19:19,SESS001919,33.8,46.3,0,0,0,0,0,0
INT014367,U000349,RL004664,2025-10-07T19:20:09,SESS001919,33.2,50.3,0,0,0,0,0,0
INT014368,U000349,RL001147,2025-10-07T19:20:55,SESS001919,27.1,51.1,0,0,0,0,0,0
INT014369,U000349,RL003713,2025-10-07T19:22:05,SESS001919,61.7,74.3,0,0,0,0,0,0
INT014370,U000349,RL002254,2025-10-02T05:07:18,SESS001920,29.4,45.3,0,0,0,0,0,0
INT014371,U000349,RL001319,2025-10-02T05:07:26,SESS001920,5.1,42.2,0,0,0,0,0,0
INT014372,U000349,RL000521,2025-10-02T05:07:41,SESS001920,13.4,27.9,0,0,0,0,0,0
INT014373,U000349,RL003198,2025-10-02T05:08:10,SESS001920,10.1,48.2,0,0,0,0,0,0
INT014374,U000349,RL002850,2025-10-02T05:08:49,SESS001920,35.9,43.3,0,0,0,0,0,0
INT014375,U000349,RL004688,2025-10-02T05:08:57,SESS001920,3.3,41.1,0,0,0,0,0,0
INT014376,U000349,RL001597,2025-10-02T05:09:40,SESS001920,23.1,43.6,0,0,0,0,0,0
INT014377,U000349,RL000847,2025-10-02T05:10:24,SESS001920,27.5,34.3,0,0,0,0,0,0
INT014378,U000349,RL002983,2025-10-02T05:10:43,SESS001920,3.5,35.0,0,0,0,0,0,0
INT014379,U000349,CAND000151,2025-10-02T05:11:14,SESS001920,17.0,33.3,0,0,0,0,0,0
INT014380,U000349,RL002012,2025-10-02T05:11:34,SESS001920,7.8,25.9,0,0,0,0,0,0
INT014381,U000349,RL004880,2025-10-02T05:11:47,SESS001920,10.6,55.7,0,0,0,0,0,0
INT014382,U000350,CAND000802,2025-10-02T16:40:04,SESS001921,24.2,46.6,0,0,0,0,0,0
INT014383,U000350,RL003830,2025-10-02T16:40:26,SESS001921,10.8,51.6,0,0,0,0,0,0
INT014384,U000350,RL002202,2025-10-02T16:40:53,SESS001921,24.7,36.4,0,0,0,0,0,0
INT014385,U000350,RL003521,2025-10-02T16:41:25,SESS001921,24.3,37.4,0,0,0,0,0,0
INT014386,U000350,CAND000300,2025-10-02T16:41:46,SESS001921,18.7,22.0,0,0,0,0,1,0
INT014387,U000350,RL001321,2025-10-02T16:42:16,SESS001921,25.9,33.3,0,0,0,0,0,0
INT014388,U000350,RL004855,2025-10-02T16:42:29,SESS001921,5.6,40.2,0,0,0,0,0,0
INT014389,U000350,RL002200,2025-10-02T16:42:57,SESS001921,9.6,24.7,0,0,0,0,1,0
INT014390,U000350,RL001082,2025-10-02T16:43:46,SESS001921,39.3,48.5,0,0,0,0,0,0
INT014391,U000350,RL004620,2025-10-02T16:43:55,SESS001921,5.9,48.9,0,0,0,0,0,0
INT014392,U000350,RL001058,2025-10-02T16:44:23,SESS001921,22.7,45.3,0,0,0,0,0,0
INT014393,U000350,RL000685,2025-10-02T16:44:44,SESS001921,3.3,11.3,0,0,0,0,1,0
INT014394,U000350,RL002624,2025-11-12T08:49:20,SESS001922,6.2,51.8,0,0,0,0,0,0
INT014395,U000350,RL001789,2025-11-12T08:49:48,SESS001922,13.7,52.6,0,0,0,0,0,0
INT014396,U000350,CAND000773,2025-11-12T08:49:58,SESS001922,2.4,10.4,0,0,0,0,1,0
INT014397,U000350,CAND000581,2025-11-12T08:50:53,SESS001922,38.6,51.4,0,0,0,0,0,0
INT014398,U000350,RL003781,2025-11-12T08:51:22,SESS001922,12.2,36.9,0,0,0,0,0,0
INT014399,U000350,RL002004,2025-11-12T08:52:02,SESS001922,31.0,47.7,0,0,0,0,0,0
INT014400,U000350,CAND000343,2025-11-12T08:52:59,SESS001922,45.6,81.5,1,1,0,0,0,0
INT014401,U000350,RL001662,2025-04-18T14:35:09,SESS001923,15.9,22.1,0,0,0,0,1,0
INT014402,U000350,RL004034,2025-04-18T14:35:47,SESS001923,21.6,33.8,0,0,0,0,0,0
INT014403,U000350,RL004050,2025-04-18T14:36:16,SESS001923,27.0,53.0,0,0,0,0,0,0
INT014404,U000350,RL002816,2025-04-18T14:36:45,SESS001923,15.5,24.2,0,0,0,0,1,0
INT014405,U000350,CAND000809,2025-04-18T14:37:23,SESS001923,18.5,68.4,0,0,0,0,0,0
INT014406,U000350,RL002955,2025-04-18T14:37:41,SESS001923,5.4,7.1,0,0,0,0,1,0
INT014407,U000350,RL002313,2025-04-18T14:38:31,SESS001923,39.9,55.5,0,0,0,0,0,0
INT014408,U000350,RL004868,2025-08-18T18:50:48,SESS001924,10.7,27.6,0,0,0,0,0,0
INT014409,U000350,RL003579,2025-08-18T18:51:17,SESS001924,27.0,31.8,0,0,0,0,0,0
INT014410,U000350,RL000532,2025-08-18T18:52:02,SESS001924,43.9,51.6,0,0,0,0,0,0
INT014411,U000350,RL000973,2025-08-18T18:52:59,SESS001924,43.2,49.1,0,0,0,0,0,0
INT014412,U000350,RL002165,2025-08-18T18:53:12,SESS001924,11.7,53.3,0,0,0,0,0,0
INT014413,U000350,RL002499,2025-08-18T18:53:19,SESS001924,4.0,50.6,0,0,0,0,0,0
INT014414,U000350,CAND000114,2025-08-18T18:53:52,SESS001924,30.4,51.5,0,0,0,0,0,0
INT014415,U000350,CAND000364,2025-08-18T18:54:06,SESS001924,7.3,29.2,0,0,0,0,0,0
INT014416,U000350,RL002816,2025-05-24T20:00:16,SESS001925,27.8,43.4,0,0,0,0,0,0
INT014417,U000350,RL003149,2025-05-24T20:00:41,SESS001925,13.0,24.5,0,0,0,0,1,0
INT014418,U000350,RL003461,2025-05-24T20:01:32,SESS001925,36.2,54.9,0,0,0,0,0,0
INT014419,U000350,RL002179,2025-05-24T20:01:57,SESS001925,14.5,43.9,0,0,0,0,0,0
INT014420,U000350,RL003369,2025-05-24T20:02:20,SESS001925,10.3,39.7,0,0,0,0,0,0
INT014421,U000350,RL000157,2025-05-24T20:02:43,SESS001925,17.3,33.9,0,0,0,0,0,0
INT014422,U000350,RL001570,2025-05-24T20:03:11,SESS001925,14.9,27.6,0,0,0,0,0,0
INT014423,U000350,RL001216,2025-05-24T20:04:14,SESS001925,47.5,58.0,0,0,0,0,0,0
INT014424,U000350,RL004501,2025-05-24T20:04:43,SESS001925,11.9,30.6,0,0,0,0,0,0
INT014425,U000350,RL003748,2025-05-24T20:05:08,SESS001925,19.2,27.5,0,0,0,0,0,0
INT014426,U000350,RL004020,2025-05-24T20:05:24,SESS001925,5.1,16.9,0,0,0,0,1,0
INT014427,U000350,RL002201,2025-11-06T17:43:11,SESS001926,26.0,30.9,0,0,0,0,0,0
INT014428,U000350,CAND000407,2025-11-06T17:43:28,SESS001926,1.9,8.2,0,0,0,0,1,0
INT014429,U000350,RL001990,2025-11-06T17:44:16,SESS001926,32.5,54.2,0,0,0,0,0,0
INT014430,U000350,RL002425,2025-11-06T17:44:56,SESS001926,31.3,37.3,0,0,0,0,0,0
INT014431,U000350,RL004388,2025-11-06T17:45:07,SESS001926,0.3,0.7,0,0,0,0,1,0
INT014432,U000350,RL004427,2025-11-06T17:45:46,SESS001926,27.5,45.0,0,0,0,0,0,0
INT014433,U000350,RL000701,2025-11-06T17:46:12,SESS001926,21.2,28.3,0,0,0,0,0,0
INT014434,U000350,RL003247,2025-11-06T17:46:40,SESS001926,19.4,29.0,0,0,0,0,0,0
INT014435,U000350,RL002569,2025-11-06T17:46:43,SESS001926,1.0,9.9,0,0,0,0,1,0
INT014436,U000350,RL001036,2025-11-06T17:46:53,SESS001926,4.6,57.9,0,0,0,0,0,0
INT014437,U000350,RL004345,2025-11-06T17:47:17,SESS001926,12.5,41.8,0,0,0,0,0,0
INT014438,U000351,RL004340,2025-06-05T08:52:28,SESS001927,24.4,37.0,0,0,0,0,0,0
INT014439,U000351,RL001903,2025-06-05T08:52:59,SESS001927,21.1,38.3,0,0,0,0,0,0
INT014440,U000351,RL002905,2025-06-05T08:53:29,SESS001927,20.6,52.9,0,0,0,0,0,0
INT014441,U000351,RL001170,2025-08-22T00:12:47,SESS001928,31.0,51.6,0,0,0,0,0,0
INT014442,U000351,RL003952,2025-08-22T00:13:32,SESS001928,37.0,50.6,0,0,0,0,0,0
INT014443,U000351,RL004820,2025-08-22T00:13:52,SESS001928,17.8,22.2,0,0,0,0,1,0
INT014444,U000351,RL002082,2025-08-22T00:14:06,SESS001928,11.2,74.5,0,0,0,0,0,0
INT014445,U000351,RL003448,2025-08-22T00:14:31,SESS001928,13.9,36.6,0,0,0,0,0,0
INT014446,U000351,RL004517,2025-08-22T00:15:15,SESS001928,42.7,67.8,0,0,0,0,0,0
INT014447,U000351,CAND000654,2025-08-22T00:15:31,SESS001928,1.8,3.7,0,0,0,0,1,0
INT014448,U000351,RL002393,2025-08-22T00:15:51,SESS001928,1.5,3.8,0,0,0,0,1,0
INT014449,U000351,CAND000008,2025-08-22T00:16:09,SESS001928,12.9,28.1,0,0,0,0,0,0
INT014450,U000351,RL002799,2025-08-22T00:16:53,SESS001928,30.6,37.3,0,0,0,0,0,0
INT014451,U000351,RL001932,2025-02-15T02:03:52,SESS001929,24.1,54.8,0,0,0,0,0,0
INT014452,U000351,RL002864,2025-02-15T02:04:32,SESS001929,28.1,67.0,0,0,0,0,0,0
INT014453,U000351,RL004975,2025-02-15T02:04:46,SESS001929,5.9,73.5,1,0,0,0,0,0
INT014454,U000351,RL002018,2025-02-15T02:05:11,SESS001929,11.3,35.5,0,0,0,0,0,0
INT014455,U000351,RL001056,2025-02-15T02:05:51,SESS001929,38.1,42.3,0,0,0,0,0,0
