reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
RL001413,Dart explained simply,Learn dart explained simply in under a minute,"Let's break down the basics of Dart step by step, starting from what it actually is.",// Dart example,Whiteboard diagram explaining system architecture,English,0.96,Dart,,,Blockchain,tech_educational,Learning,Beginner,90,CR000032,2025-02-08T22:30:20,0.558,0.261,0.561,0.6,0.397,0.281
RL001414,Building a Production ML API,Learn building a production ml api in under a minute,"Ee video alli navu Mobile Development bagge nodona. First, mobile development basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Kannada-English,0.76,,,,Networking,tech_educational,Interview Preparation,Intermediate,79,CR000034,2025-02-21T19:06:41,0.784,0.187,0.834,0.26,0.595,0.471
RL001415,Dart developers be like,POV: debugging Dart at 2am,When your Dart code works on the first try but you have no idea why. Every developer knows this feeling.,// Dart example,Whiteboard diagram explaining system architecture,Kannada,0.86,Dart,,,Software Engineering,programming_meme,Entertainment,Beginner,38,CR000022,2025-08-30T12:59:20,0.305,0.398,0.22,0.149,0.267,0.854
RL001416,You NEED to learn this or you'll be jobless by 2026,You NEED to learn this or you'll be jobless by 2026,"This ONE skill will make you ₹50 LPA, guaranteed!",,Person explaining AWS architecture using a whiteboard,Telugu-English,0.9,,,,Career,hype,Promotion,Beginner,37,CR000055,2025-10-23T14:23:20,0.0,0.647,0.126,0.139,0.127,0.28
RL001417,Internship Advice,Internship Advice - what nobody tells you,"Here's how Kotlin behaves at scale, and the trade-offs engineers make in production systems.",,Terminal window running Kotlin commands,English,0.75,Kotlin,,,Career,career,Motivation,Advanced,69,CR000078,2025-05-09T16:51:59,0.752,0.248,0.291,0.563,0.563,0.361
RL001418,Hardware Launches update (2026),Latest in Hardware Launches,"Let's break down the basics of Rust step by step, starting from what it actually is.",let mut v: Vec<i32> = Vec::new();,Terminal window running Rust commands,English,0.98,Rust|Swift,GraphQL|Jenkins,,Technology News,tech_news,News,Beginner,23,CR000071,2025-01-12T10:32:07,0.719,0.275,0.208,0.203,0.557,0.284
RL001419,Cricket moment that broke the internet,Cricket content - just for laughs,"Aaj hum dekhenge ki Frontend kaise kaam karta hai. First, frontend basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Hindi-English,0.87,,,,Cricket,entertainment,Entertainment,Beginner,67,CR000017,2025-07-01T07:28:13,0.606,0.333,0.154,0.157,0.558,0.793
RL001420,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize Mobile Development answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.86,,,,Comedy,entertainment,Humor,Intermediate,64,CR000094,2025-01-02T08:08:49,0.182,0.66,0.164,0.139,0.142,0.95
RL001421,Cricket moment that broke the internet,Cricket content - just for laughs,"Indha video la naam System Design pathi parkalam. First, system design basics, then a quick example with real code.",,Dance/lipsync trend clip,Tamil-English,0.92,,,,Cricket,entertainment,Humor,Intermediate,12,CR000011,2025-09-06T16:09:05,0.618,0.618,0.04,0.083,0.56,0.756
RL001422,System Design: Designing a URL Shortener,Learn system design: designing a url shortener in under a minute,"If you're preparing for placements, don't just memorize Java answers - understand how it actually works under the hood.",public static void main(String[] args),Whiteboard diagram explaining system architecture,English,0.97,Java,Linux|Git,,Hardware,tech_educational,Interview Preparation,Intermediate,63,CR000073,2025-11-19T11:56:57,0.507,0.197,0.609,0.542,0.438,0.394
RL001423,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Mobile Development step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.92,,,,Celebrity Fiction,entertainment,Humor,Beginner,44,CR000053,2025-08-11T19:03:12,0.362,0.185,0.131,0.184,0.235,0.77
RL001424,Scala explained simply,Learn scala explained simply in under a minute,"Aaj hum dekhenge ki Scala kaise kaam karta hai. First, scala basics, then a quick example with real code.",// Scala example,Whiteboard diagram explaining system architecture,Hindi-English,0.96,Scala,GCP,Svelte,Deep Learning,tech_educational,Interview Preparation,Beginner,84,CR000002,2025-09-30T16:58:50,0.863,0.208,0.885,0.393,0.68,0.381
RL001425,Programming Language Updates update (2025),Latest in Programming Language Updates,"Ee video alli navu Load Balancing bagge nodona. First, load balancing basics, then a quick example with real code.",,Neural network diagram with labeled layers,Kannada-English,0.78,,Redis|Jenkins,,Technology News,tech_news,News,Beginner,28,CR000013,2025-10-07T01:50:49,0.334,0.397,0.106,0.166,0.321,0.234
RL001426,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"Ee video lo manam C gurinchi chuddam. First, c basics, then a quick example with real code.",,Split-screen code and output comparison,Telugu-English,0.93,C,AWS,,Generative AI,tech_educational,Project Help,Beginner,28,CR000056,2025-02-23T09:19:10,0.669,0.072,0.741,0.383,0.555,0.237
RL001427,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Neural network diagram with labeled layers,Bengali,0.87,,,,Career,hype,Promotion,Advanced,70,CR000096,2025-01-25T22:31:03,0.578,0.948,0.156,0.293,0.486,0.263
RL001428,Programming Language Updates update (2026),Latest in Programming Language Updates,"Here's how Ruby behaves at scale, and the trade-offs engineers make in production systems.",,Whiteboard diagram explaining system architecture,English,0.84,Ruby,Elasticsearch|AWS,,Technology News,tech_news,News,Advanced,14,CR000009,2025-05-30T07:03:03,0.381,0.12,0.055,0.139,0.354,0.277
RL001429,Rust explained simply,Learn rust explained simply in under a minute,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",// PHP example,Terminal window running Rust commands,English,0.88,Rust|PHP,AWS|Kafka,Svelte,Data Science,tech_educational,Curiosity,Intermediate,8,CR000087,2025-11-29T13:26:38,0.684,0.109,0.63,0.596,0.554,0.309
RL001430,Building a Production ML API,Learn building a production ml api in under a minute,"Ee video lo manam TypeScript gurinchi chuddam. First, typescript basics, then a quick example with real code.",,Split-screen code and output comparison,Telugu-English,0.84,TypeScript|Dart,,Next.js,DevOps,tech_educational,Interview Preparation,Intermediate,48,CR000042,2025-10-12T10:58:28,0.734,0.34,0.755,0.547,0.577,0.189
RL001431,Rust explained simply,Learn rust explained simply in under a minute,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",,Terminal window running Rust commands,English,0.86,Rust,Terraform,Ktor,Software Engineering,tech_educational,Interview Preparation,Intermediate,43,CR000033,2025-01-03T05:19:20,0.839,0.464,0.886,0.387,0.737,0.274
RL001432,Cricket moment that broke the internet,Cricket content - just for laughs,"Ee video alli navu Ruby bagge nodona. First, ruby basics, then a quick example with real code.",// Ruby example,Funny reaction clip with captions,Kannada-English,0.84,Ruby,,,Cricket,entertainment,Humor,Intermediate,40,CR000054,2025-05-07T06:06:55,0.671,0.232,0.236,0.132,0.521,0.911
RL001433,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Deep Learning step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.94,,,,Celebrity Fiction,entertainment,Humor,Beginner,33,CR000019,2025-03-20T06:57:48,0.339,0.591,0.289,0.219,0.225,0.952
RL001434,Python explained simply,Learn python explained simply in under a minute,"Ee video alli navu Python bagge nodona. First, python basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Kannada-English,0.79,Python|Go,,,Hardware,tech_educational,Interview Preparation,Advanced,35,CR000035,2025-07-19T02:39:34,0.721,0.445,0.681,0.506,0.66,0.091
RL001435,Distributed Systems explained simply,Learn distributed systems explained simply in under a minute,"If you're preparing for placements, don't just memorize DSA answers - understand how it actually works under the hood.",,Two laptops side by side for a spec comparison,English,0.85,,GCP,,Mobile Development,tech_educational,Learning,Intermediate,16,CR000099,2025-11-16T21:11:02,0.378,0.121,0.333,0.477,0.516,0.4
RL001436,Scala explained simply,Learn scala explained simply in under a minute,"Let's break down the basics of Scala step by step, starting from what it actually is.",// Scala example,Laptop screen showing Scala code in an IDE,English,0.83,Scala,,,Software Engineering,tech_educational,Curiosity,Beginner,13,CR000039,2025-06-30T05:09:14,0.661,0.297,0.767,0.356,0.595,0.36
RL001437,Gaming moment that broke the internet,Gaming content - just for laughs,"If you're preparing for placements, don't just memorize Cloud answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.9,,,,Gaming,entertainment,Entertainment,Intermediate,36,CR000082,2025-08-11T13:05:37,0.5,0.1,0.151,0.206,0.468,0.845
RL001438,Comedy moment that broke the internet,Comedy content - just for laughs,"Here's how Java behaves at scale, and the trade-offs engineers make in production systems.",public static void main(String[] args),Dance/lipsync trend clip,English,0.91,Java,,,Comedy,entertainment,Entertainment,Advanced,13,CR000019,2025-11-08T05:52:34,0.893,0.075,0.257,0.066,0.636,0.926
RL001439,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize C# answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.76,C#|Swift|Rust,,,Comedy,entertainment,Humor,Intermediate,20,CR000020,2025-08-07T20:23:59,0.672,0.297,0.17,0.215,0.43,0.679
RL001440,Placement Prep,Placement Prep - what nobody tells you,"Let's break down the basics of Scala step by step, starting from what it actually is.",// Scala example,Whiteboard diagram explaining system architecture,English,0.87,Scala,,,Career,career,Motivation,Beginner,62,CR000009,2025-10-14T12:55:32,0.322,0.125,0.269,0.691,0.503,0.076
RL001441,Comedy moment that broke the internet,Comedy content - just for laughs,"Let's break down the basics of Cloud step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.87,,,,Comedy,entertainment,Entertainment,Beginner,43,CR000090,2025-02-11T04:11:20,0.399,0.517,0.123,0.24,0.351,0.798
RL001442,DSA explained simply,Learn dsa explained simply in under a minute,"Aaj hum dekhenge ki Deep Learning kaise kaam karta hai. First, deep learning basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Hindi-English,0.77,,Git|GCP,Svelte,Blockchain,tech_educational,Curiosity,Beginner,64,CR000027,2025-03-16T17:56:54,0.462,0.254,0.571,0.479,0.345,0.303
RL001443,JavaScript explained simply,Learn javascript explained simply in under a minute,"Aaj hum dekhenge ki JavaScript kaise kaam karta hai. First, javascript basics, then a quick example with real code.",const res = await fetch('/api/data');,Whiteboard diagram explaining system architecture,Hindi-English,0.79,JavaScript,GCP,,Data Science,tech_educational,Learning,Intermediate,56,CR000100,2025-11-16T17:58:46,0.277,0.204,0.131,0.402,0.115,0.167
RL001444,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Terminal window running Kotlin commands,English,0.78,Kotlin,,,Software Engineering,programming_meme,Entertainment,Intermediate,26,CR000031,2025-03-27T11:08:28,0.179,0.222,0.195,0.165,0.204,0.724
RL001445,Distributed Systems explained simply,Learn distributed systems explained simply in under a minute,"Ee video lo manam Cloud gurinchi chuddam. First, cloud basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Telugu-English,0.88,,,,Hardware,tech_educational,Interview Preparation,Advanced,89,CR000092,2025-06-23T23:51:30,0.497,0.12,0.419,0.478,0.645,0.124
RL001446,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"If you're preparing for placements, don't just memorize Load Balancing answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.94,,,,Lifestyle,entertainment,Humor,Intermediate,61,CR000081,2025-07-12T18:46:45,0.811,0.336,0.249,0.248,0.618,0.839
RL001447,Programming developers be like,POV: debugging Programming at 2am,When your APIs code works on the first try but you have no idea why. Every developer knows this feeling.,,Neural network diagram with labeled layers,English,0.8,,,,Software Engineering,programming_meme,Entertainment,Advanced,73,CR000096,2025-01-26T18:02:37,0.772,0.224,0.086,0.0,0.636,0.89
RL001448,Programming developers be like,POV: debugging Programming at 2am,When your Generative AI code works on the first try but you have no idea why. Every developer knows this feeling.,,Cybersecurity terminal showing network commands,English,0.99,,,,Software Engineering,programming_meme,Entertainment,Beginner,88,CR000066,2025-06-01T16:43:01,0.773,0.203,0.084,0.22,0.577,0.865
RL001449,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Backend step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.76,,,,Celebrity Fiction,entertainment,Humor,Beginner,27,CR000068,2025-01-07T13:27:54,0.194,0.105,0.268,0.081,0.168,0.808
RL001450,Understanding Vector Databases,Learn understanding vector databases in under a minute,"Let's break down the basics of C# step by step, starting from what it actually is.",// C# example,Laptop screen showing C# code in an IDE,English,0.93,C#,GCP,,DevOps,tech_educational,Learning,Beginner,11,CR000066,2025-09-09T23:46:34,0.536,0.474,0.567,0.421,0.385,0.289
RL001451,Developer Tools update (2025),Latest in Developer Tools,"If you're preparing for placements, don't just memorize Career answers - understand how it actually works under the hood.",,Two laptops side by side for a spec comparison,English,0.8,,Docker|AWS,,Technology News,tech_news,News,Intermediate,26,CR000017,2025-08-17T22:20:56,0.62,0.133,0.323,0.223,0.454,0.353
RL001452,Go explained simply,Learn go explained simply in under a minute,"Here's how Go behaves at scale, and the trade-offs engineers make in production systems.","func main() { fmt.Println(""hello"") }",Split-screen code and output comparison,English,0.83,Go,Nginx,,Web Development,tech_educational,Interview Preparation,Advanced,73,CR000063,2025-08-27T12:36:16,0.465,0.298,0.383,0.486,0.378,0.306
RL001453,Go explained simply,Learn go explained simply in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.","func main() { fmt.Println(""hello"") }",Laptop screen showing Go code in an IDE,Hindi,0.83,Go,Nginx|Docker,,Cybersecurity,tech_educational,Learning,Beginner,88,CR000042,2025-01-17T14:04:05,0.313,0.302,0.309,0.58,0.28,0.278
RL001454,SQL explained simply,Learn sql explained simply in under a minute,"Ee video lo manam SQL gurinchi chuddam. First, sql basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Telugu-English,0.88,SQL,,.NET,Mobile Development,tech_educational,Interview Preparation,Beginner,21,CR000066,2025-01-30T15:37:57,0.541,0.241,0.608,0.58,0.47,0.219
RL001455,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running Scala commands,Bengali,0.98,Scala,,,Software Engineering,programming_meme,Entertainment,Advanced,49,CR000030,2025-11-27T10:19:36,0.427,0.481,0.203,0.161,0.499,0.767
RL001456,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of APIs step by step, starting from what it actually is.",,Movie clip montage with trending audio,Telugu,0.9,,,,Memes,entertainment,Entertainment,Beginner,76,CR000058,2025-01-21T18:04:01,0.231,0.386,0.231,0.148,0.226,0.757
RL001457,Cybersecurity News update (2026),Latest in Cybersecurity News,"Indha video la naam Blockchain pathi parkalam. First, blockchain basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Tamil-English,0.85,,Linux|MongoDB,,Technology News,tech_news,News,Intermediate,68,CR000034,2025-08-12T02:46:28,0.38,0.323,0.089,0.021,0.469,0.208
RL001458,Hardware Launches update (2026),Latest in Hardware Launches,"Aaj hum dekhenge ki OOP kaise kaam karta hai. First, oop basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Hindi-English,0.8,,Jenkins|GraphQL,,Technology News,tech_news,News,Intermediate,25,CR000056,2025-08-27T03:01:40,0.379,0.352,0.312,0.184,0.314,0.267
RL001459,Programming developers be like,POV: debugging Programming at 2am,When your Distributed Systems code works on the first try but you have no idea why. Every developer knows this feeling.,,Cybersecurity terminal showing network commands,English,0.98,,,,Software Engineering,programming_meme,Entertainment,Intermediate,54,CR000075,2025-06-25T22:19:19,0.379,0.104,0.288,0.147,0.326,0.876
RL001460,Internship Advice,Internship Advice - what nobody tells you,"Let's break down the basics of Microservices step by step, starting from what it actually is.",,Two laptops side by side for a spec comparison,Bengali,0.98,,,,Career,career,Career,Beginner,34,CR000051,2025-10-03T23:55:40,0.716,0.042,0.2,0.683,0.472,0.246
RL001461,Gaming moment that broke the internet,Gaming content - just for laughs,"If you're preparing for placements, don't just memorize Memory Management answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,English,0.82,,,,Gaming,entertainment,Entertainment,Intermediate,56,CR000023,2025-11-28T20:51:24,0.786,0.234,0.218,0.209,0.529,0.786
RL001462,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,Become an AI Engineer in just 7 days - no experience needed!,,Cybersecurity terminal showing network commands,English,0.95,,,,AI/ML,hype,Promotion,Intermediate,40,CR000050,2025-05-31T23:39:24,0.665,0.755,0.214,0.192,0.543,0.207
RL001463,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// PHP example,Movie clip montage with trending audio,English,0.86,PHP,,,Lifestyle,entertainment,Humor,Intermediate,51,CR000009,2025-01-06T02:21:40,0.435,0.12,0.223,0.191,0.369,0.926
RL001464,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Become an AI Engineer in just 7 days - no experience needed!,,Cybersecurity terminal showing network commands,English,0.87,,,,Career,hype,Motivation,Intermediate,15,CR000086,2025-10-01T21:15:06,0.175,0.673,0.278,0.002,0.037,0.283
RL001465,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"If you're preparing for placements, don't just memorize Scala answers - understand how it actually works under the hood.",// Scala example,Terminal window running Scala commands,English,0.98,Scala|SQL,Jenkins|Terraform,,Networking,tech_educational,Project Help,Intermediate,89,CR000055,2025-05-16T02:29:05,0.473,0.285,0.498,0.52,0.372,0.244
RL001466,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Learn EVERYTHING about coding in 24 hours!,,Neural network diagram with labeled layers,Kannada-English,0.89,,,,AI/ML,hype,Promotion,Intermediate,56,CR000016,2025-06-11T08:37:39,0.544,0.579,0.346,0.093,0.481,0.171
RL001467,C# explained simply,Learn c# explained simply in under a minute,"Aaj hum dekhenge ki C# kaise kaam karta hai. First, c# basics, then a quick example with real code.",// C# example,Whiteboard diagram explaining system architecture,Hindi-English,0.89,C#|Swift,,,DevOps,tech_educational,Learning,Beginner,13,CR000079,2025-01-29T02:32:31,0.713,0.459,0.736,0.552,0.626,0.218
RL001468,5 tools that will REPLACE every programmer by 2026,5 tools that will REPLACE every programmer by 2026,Top secret AI trick recruiters don't want you to know,,Two laptops side by side for a spec comparison,Kannada-English,0.83,,,,Career,hype,Promotion,Intermediate,89,CR000010,2025-04-29T05:29:05,0.379,0.502,0.268,0.272,0.392,0.202
RL001469,Cricket moment that broke the internet,Cricket content - just for laughs,"Let's break down the basics of Caching step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.86,,,,Cricket,entertainment,Entertainment,Beginner,58,CR000009,2025-05-21T00:04:15,0.649,0.439,0.257,0.093,0.442,0.841
RL001470,Building a Production ML API,Learn building a production ml api in under a minute,"Ee video lo manam Dart gurinchi chuddam. First, dart basics, then a quick example with real code.",// Dart example,Whiteboard diagram explaining system architecture,Telugu-English,0.89,Dart,,,Software Engineering,tech_educational,Interview Preparation,Intermediate,28,CR000046,2025-09-06T07:15:20,0.676,0.258,0.703,0.402,0.553,0.298
RL001471,Movies moment that broke the internet,Movies content - just for laughs,"Here's how APIs behaves at scale, and the trade-offs engineers make in production systems.",,Funny reaction clip with captions,English,0.97,,,,Movies,entertainment,Humor,Advanced,78,CR000028,2025-05-06T14:05:10,0.387,0.408,0.193,0.205,0.22,0.979
RL001472,Gaming moment that broke the internet,Gaming content - just for laughs,"Indha video la naam C pathi parkalam. First, c basics, then a quick example with real code.",// C example,Stadium crowd celebrating a goal/wicket,Tamil-English,0.75,C|TypeScript,,,Gaming,entertainment,Humor,Intermediate,68,CR000074,2025-10-21T05:22:25,0.478,0.321,0.076,0.0,0.398,0.955
RL001473,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of Hardware step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.95,,,,Movies,entertainment,Humor,Beginner,27,CR000075,2025-05-19T21:03:21,0.616,0.259,0.362,0.192,0.417,0.756
RL001474,Music moment that broke the internet,Music content - just for laughs,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.75,SQL,,,Music,entertainment,Entertainment,Intermediate,49,CR000038,2025-04-21T20:15:34,0.618,0.583,0.351,0.207,0.422,0.712
RL001475,Football moment that broke the internet,Football content - just for laughs,"Let's break down the basics of Networking step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.77,,,,Football,entertainment,Entertainment,Beginner,76,CR000008,2025-07-06T13:52:09,0.406,0.29,0.258,0.269,0.398,0.792
RL001476,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,Learn EVERYTHING about coding in 24 hours!,,Gaming setup with GPU comparison on screen,English,0.77,,,,AI/ML,hype,Promotion,Beginner,9,CR000081,2025-07-08T16:46:43,0.0,0.79,0.202,0.053,0.069,0.292
RL001477,Career Roadmaps,Career Roadmaps - what nobody tells you,"Let's break down the basics of Cloud step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.78,,,,Career,career,Interview Preparation,Beginner,66,CR000039,2025-11-22T19:34:35,0.725,0.102,0.244,0.653,0.612,0.192
RL001478,Memes moment that broke the internet,Memes content - just for laughs,"Ee video lo manam Caching gurinchi chuddam. First, caching basics, then a quick example with real code.",,Funny reaction clip with captions,Telugu-English,0.98,,,,Memes,entertainment,Entertainment,Beginner,30,CR000048,2025-10-02T11:11:21,0.443,0.362,0.109,0.146,0.298,0.944
RL001479,Coding Interviews,Coding Interviews - what nobody tells you,"Let's break down the basics of Blockchain step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.98,,,,Career,career,Career,Beginner,50,CR000043,2025-09-28T01:21:39,0.38,0.296,0.208,0.668,0.344,0.289
RL001480,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Funny reaction clip with captions,English,0.77,Kotlin|C++,,,Comedy,entertainment,Humor,Intermediate,48,CR000041,2025-10-14T19:38:53,0.825,0.294,0.308,0.043,0.59,0.938
RL001481,Distributed Systems explained simply,Learn distributed systems explained simply in under a minute,"Here's how System Design behaves at scale, and the trade-offs engineers make in production systems.",,Cybersecurity terminal showing network commands,English,0.76,,,,DevOps,tech_educational,Project Help,Advanced,48,CR000005,2025-04-01T03:23:44,0.664,0.296,0.737,0.492,0.433,0.279
RL001482,Programming Language Updates update (2025),Latest in Programming Language Updates,"Ee video lo manam JavaScript gurinchi chuddam. First, javascript basics, then a quick example with real code.",const res = await fetch('/api/data');,Laptop screen showing JavaScript code in an IDE,Telugu-English,0.93,JavaScript,Docker|Terraform,,Technology News,tech_news,News,Beginner,40,CR000015,2025-07-27T10:57:57,0.46,0.322,0.272,0.103,0.475,0.086
RL001483,Programming developers be like,POV: debugging Programming at 2am,When your Algorithms code works on the first try but you have no idea why. Every developer knows this feeling.,,Cybersecurity terminal showing network commands,English,0.87,,,,Software Engineering,programming_meme,Entertainment,Beginner,22,CR000024,2025-11-06T08:54:57,0.403,0.494,0.182,0.132,0.258,0.978
RL001484,Music moment that broke the internet,Music content - just for laughs,"Ee video alli navu Swift bagge nodona. First, swift basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.85,Swift,,,Music,entertainment,Entertainment,Intermediate,46,CR000065,2025-08-25T16:07:50,0.373,0.396,0.16,0.053,0.289,0.73
RL001485,JavaScript explained simply,Learn javascript explained simply in under a minute,"If you're preparing for placements, don't just memorize JavaScript answers - understand how it actually works under the hood.",,Split-screen code and output comparison,English,0.91,JavaScript,,,Software Engineering,tech_educational,Curiosity,Intermediate,88,CR000082,2025-11-15T19:45:35,0.566,0.197,0.632,0.587,0.58,0.048
RL001486,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Indha video la naam Cybersecurity pathi parkalam. First, cybersecurity basics, then a quick example with real code.",,Movie clip montage with trending audio,Tamil-English,0.77,,,,Lifestyle,entertainment,Entertainment,Beginner,30,CR000100,2025-05-29T23:51:41,0.164,0.186,0.266,0.177,0.147,0.854
RL001487,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,,Two laptops side by side for a spec comparison,Telugu-English,0.9,,,,AI/ML,hype,Promotion,Beginner,61,CR000008,2025-06-11T17:57:35,0.183,0.813,0.0,0.148,0.21,0.33
RL001488,Programming developers be like,POV: debugging Programming at 2am,When your Mobile Development code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,Tamil-English,0.84,,,,Software Engineering,programming_meme,Entertainment,Beginner,44,CR000090,2025-06-21T11:22:16,0.473,0.185,0.239,0.167,0.435,0.92
RL001489,Technical Interviews,Technical Interviews - what nobody tells you,"Indha video la naam R pathi parkalam. First, r basics, then a quick example with real code.",// Swift example,Terminal window running R commands,Tamil-English,0.9,R|Swift,,,Career,career,Motivation,Beginner,81,CR000098,2025-08-03T03:49:59,0.664,0.067,0.358,0.715,0.538,0.318
RL001490,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,"This ONE skill will make you ₹50 LPA, guaranteed!",,Cybersecurity terminal showing network commands,English,0.77,,,,Career,hype,Motivation,Beginner,90,CR000061,2025-06-27T17:45:41,0.348,0.573,0.162,0.058,0.271,0.323
RL001491,Programming Language Updates update (2026),Latest in Programming Language Updates,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",// R example,Split-screen code and output comparison,Bengali,0.83,R,Git|Docker,,Technology News,tech_news,News,Intermediate,62,CR000071,2025-04-06T16:09:28,0.686,0.202,0.246,0.216,0.479,0.211
RL001492,How Kubernetes Schedules Pods,Learn how kubernetes schedules pods in under a minute,"Ee video alli navu Microservices bagge nodona. First, microservices basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Kannada-English,0.91,,,,Hardware,tech_educational,Interview Preparation,Intermediate,72,CR000029,2025-02-02T08:26:05,0.627,0.494,0.543,0.591,0.538,0.224
RL001493,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Let's break down the basics of OOP step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.87,,,,Lifestyle,entertainment,Entertainment,Beginner,34,CR000003,2025-07-04T01:50:57,0.568,0.382,0.298,0.053,0.51,0.879
RL001494,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize Python answers - understand how it actually works under the hood.",def train_model(data): ...,Stadium crowd celebrating a goal/wicket,Tamil,0.93,Python,,,Memes,entertainment,Humor,Intermediate,81,CR000050,2025-03-22T18:45:37,0.186,0.157,0.222,0.138,0.159,1.0
RL001495,Gaming moment that broke the internet,Gaming content - just for laughs,"If you're preparing for placements, don't just memorize Mobile Development answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,Kannada,0.9,,,,Gaming,entertainment,Humor,Intermediate,26,CR000042,2025-10-18T18:03:57,0.479,0.07,0.276,0.238,0.474,0.938
RL001496,Dart explained simply,Learn dart explained simply in under a minute,"Let's break down the basics of Dart step by step, starting from what it actually is.",,Split-screen code and output comparison,English,0.81,Dart|Kotlin,,Django,Backend,tech_educational,Project Help,Beginner,18,CR000074,2025-09-17T08:03:48,0.677,0.197,0.736,0.395,0.62,0.187
