user_id,persona,true_primary_interest,primary_language_pref,secondary_language_pref,skill_level,joined_at
U000293,mixed_interest,Mixed Technology Interests,English,Telugu,Advanced,2025-03-09T21:56:47
U000294,ai_focused,AI / Machine Learning,English,Kannada,Advanced,2025-04-13T07:40:02
U000295,entertainment_heavy,Entertainment,English,Tamil,Intermediate,2025-04-22T17:51:27
U000296,ai_focused,AI / Machine Learning,Hindi,Malayalam,Beginner,2025-02-27T01:22:59
U000297,entertainment_heavy,Entertainment,Telugu,Malayalam,Intermediate,2025-03-18T09:54:06
U000298,frontend_focused,Frontend / Web Development,Bengali,Malayalam,Intermediate,2025-03-03T11:28:02
U000299,cybersecurity_focused,Cybersecurity,Telugu,Bengali,Advanced,2025-01-13T11:56:35
U000300,entertainment_heavy,Entertainment,English,Malayalam,Intermediate,2025-05-19T06:46:19
U000301,backend_focused,Backend Engineering,English,Kannada,Beginner,2025-05-16T10:10:47
U000302,backend_focused,Backend Engineering,English,Bengali,Advanced,2025-01-01T03:46:28
U000303,hardware_focused,Hardware / Developer Gear,Telugu,Malayalam,Intermediate,2025-05-01T01:06:19
U000304,cybersecurity_focused,Cybersecurity,English,Malayalam,Advanced,2025-02-14T05:58:07
U000305,entertainment_heavy,Entertainment,English,Kannada,Intermediate,2025-05-10T14:49:33
U000306,frontend_focused,Frontend / Web Development,Telugu,English,Advanced,2025-04-24T17:50:39
U000307,mixed_interest,Mixed Technology Interests,Malayalam,Telugu,Beginner,2025-02-21T03:52:22
U000308,backend_focused,Backend Engineering,Bengali,English,Advanced,2025-02-04T11:37:36
U000309,mixed_interest,Mixed Technology Interests,English,Tamil,Advanced,2025-02-23T03:54:01
U000310,mixed_interest,Mixed Technology Interests,English,Tamil,Beginner,2025-03-30T21:57:07
U000311,mixed_interest,Mixed Technology Interests,Tamil,English,Advanced,2025-05-23T17:34:06
U000312,backend_focused,Backend Engineering,English,Malayalam,Beginner,2025-03-19T03:45:32
U000313,mixed_interest,Mixed Technology Interests,Tamil,Malayalam,Intermediate,2025-03-10T12:58:49
U000314,cybersecurity_focused,Cybersecurity,English,Malayalam,Beginner,2025-03-10T04:58:36
U000315,ai_focused,AI / Machine Learning,English,Hindi,Intermediate,2025-02-12T02:17:36
U000316,ai_focused,AI / Machine Learning,English,Kannada,Advanced,2025-03-12T15:54:38
U000317,frontend_focused,Frontend / Web Development,Telugu,Kannada,Intermediate,2025-04-06T16:50:41
U000318,entertainment_heavy,Entertainment,English,Hindi,Intermediate,2025-03-23T09:59:28
U000319,cybersecurity_focused,Cybersecurity,Malayalam,Hindi,Intermediate,2025-02-01T01:32:50
U000320,ai_focused,AI / Machine Learning,Tamil,English,Beginner,2025-04-22T18:04:18
U000321,cybersecurity_focused,Cybersecurity,English,Tamil,Beginner,2025-01-14T03:44:45
U000322,entertainment_heavy,Entertainment,English,Kannada,Advanced,2025-01-07T19:55:57
U000323,cybersecurity_focused,Cybersecurity,Kannada,English,Beginner,2025-02-02T20:25:22
U000324,entertainment_heavy,Entertainment,English,Bengali,Intermediate,2025-03-13T01:53:04
U000325,backend_focused,Backend Engineering,Tamil,Malayalam,Intermediate,2025-05-26T23:52:26
U000326,hardware_focused,Hardware / Developer Gear,English,Kannada,Beginner,2025-01-12T04:41:13
U000327,backend_focused,Backend Engineering,Hindi,Kannada,Beginner,2025-02-14T21:19:35
U000328,backend_focused,Backend Engineering,Bengali,Hindi,Intermediate,2025-02-13T11:07:24
U000329,frontend_focused,Frontend / Web Development,English,Hindi,Advanced,2025-03-05T14:46:39
U000330,cybersecurity_focused,Cybersecurity,English,Tamil,Advanced,2025-02-13T03:29:21
U000331,mixed_interest,Mixed Technology Interests,Malayalam,Telugu,Beginner,2025-01-26T20:55:32
U000332,cybersecurity_focused,Cybersecurity,Bengali,Hindi,Beginner,2025-04-16T00:52:49
U000333,backend_focused,Backend Engineering,Telugu,Bengali,Intermediate,2025-05-02T14:05:37
U000334,entertainment_heavy,Entertainment,Telugu,Bengali,Beginner,2025-05-21T16:02:13
U000335,entertainment_heavy,Entertainment,English,Kannada,Advanced,2025-05-30T21:37:25
U000336,frontend_focused,Frontend / Web Development,Telugu,Tamil,Intermediate,2025-03-10T15:45:10
U000337,backend_focused,Backend Engineering,English,Tamil,Advanced,2025-03-08T20:27:23
U000338,entertainment_heavy,Entertainment,English,Malayalam,Beginner,2025-04-17T06:06:29
U000339,ai_focused,AI / Machine Learning,Tamil,Hindi,Intermediate,2025-04-09T09:34:24
U000340,entertainment_heavy,Entertainment,Hindi,Kannada,Intermediate,2025-05-03T01:34:22
U000341,ai_focused,AI / Machine Learning,Tamil,English,Beginner,2025-04-10T12:31:31
U000342,hardware_focused,Hardware / Developer Gear,English,Kannada,Intermediate,2025-03-01T19:44:12
U000343,ai_focused,AI / Machine Learning,Telugu,Bengali,Intermediate,2025-01-13T09:54:19
U000344,backend_focused,Backend Engineering,English,Telugu,Beginner,2025-02-08T09:51:55
U000345,entertainment_heavy,Entertainment,English,Bengali,Intermediate,2025-05-27T18:39:59
U000346,frontend_focused,Frontend / Web Development,Kannada,Hindi,Beginner,2025-02-13T10:03:23
U000347,entertainment_heavy,Entertainment,Malayalam,Bengali,Advanced,2025-01-15T02:54:45
U000348,ai_focused,AI / Machine Learning,Telugu,Kannada,Intermediate,2025-01-15T18:24:25
U000349,mixed_interest,Mixed Technology Interests,Kannada,Hindi,Beginner,2025-04-28T02:05:54
U000350,entertainment_heavy,Entertainment,Hindi,Tamil,Advanced,2025-03-27T14:25:54
U000351,entertainment_heavy,Entertainment,Kannada,Hindi,Intermediate,2025-03-09T18:40:19
U000352,backend_focused,Backend Engineering,English,Kannada,Intermediate,2025-02-21T19:22:35
U000353,hardware_focused,Hardware / Developer Gear,English,Hindi,Advanced,2025-04-08T03:05:56
U000354,entertainment_heavy,Entertainment,Telugu,Hindi,Beginner,2025-02-04T13:36:04
U000355,mixed_interest,Mixed Technology Interests,Telugu,Bengali,Intermediate,2025-02-22T19:00:33
U000356,entertainment_heavy,Entertainment,Malayalam,Bengali,Beginner,2025-04-03T09:02:47
U000357,entertainment_heavy,Entertainment,English,Bengali,Beginner,2025-05-17T22:02:35
U000358,mixed_interest,Mixed Technology Interests,Tamil,Hindi,Intermediate,2025-05-07T16:58:50
U000359,mixed_interest,Mixed Technology Interests,English,Malayalam,Beginner,2025-01-22T08:23:07
U000360,ai_focused,AI / Machine Learning,English,Hindi,Beginner,2025-01-11T10:04:54
U000361,backend_focused,Backend Engineering,Telugu,Hindi,Intermediate,2025-05-21T04:10:34
U000362,backend_focused,Backend Engineering,English,Hindi,Intermediate,2025-03-07T02:20:21
U000363,cybersecurity_focused,Cybersecurity,Telugu,Hindi,Beginner,2025-05-25T14:41:55
U000364,ai_focused,AI / Machine Learning,Hindi,Telugu,Intermediate,2025-02-20T02:32:15
U000365,entertainment_heavy,Entertainment,Tamil,Bengali,Beginner,2025-01-26T20:42:39
U000366,cybersecurity_focused,Cybersecurity,Tamil,Kannada,Beginner,2025-04-10T20:13:18
U000367,entertainment_heavy,Entertainment,Telugu,Bengali,Beginner,2025-05-29T20:19:33
U000368,backend_focused,Backend Engineering,English,Telugu,Intermediate,2025-01-25T18:54:59
U000369,ai_focused,AI / Machine Learning,Bengali,English,Intermediate,2025-03-24T21:38:17
U000370,backend_focused,Backend Engineering,Telugu,Malayalam,Beginner,2025-04-11T11:22:18
U000371,backend_focused,Backend Engineering,Tamil,Kannada,Intermediate,2025-05-16T11:07:37
U000372,frontend_focused,Frontend / Web Development,Hindi,Kannada,Beginner,2025-03-10T21:45:47
U000373,entertainment_heavy,Entertainment,Tamil,Telugu,Intermediate,2025-01-14T11:05:29
U000374,mixed_interest,Mixed Technology Interests,Hindi,Bengali,Intermediate,2025-01-22T01:11:57
U000375,hardware_focused,Hardware / Developer Gear,Hindi,Malayalam,Intermediate,2025-02-13T23:09:38
U000376,cybersecurity_focused,Cybersecurity,English,Telugu,Beginner,2025-03-06T10:33:53
U000377,frontend_focused,Frontend / Web Development,Telugu,Kannada,Intermediate,2025-03-09T07:01:12
U000378,backend_focused,Backend Engineering,Kannada,Hindi,Intermediate,2025-01-02T17:21:58
U000379,mixed_interest,Mixed Technology Interests,Bengali,Kannada,Beginner,2025-01-10T11:51:37
U000380,backend_focused,Backend Engineering,English,Bengali,Beginner,2025-05-01T22:45:37
U000381,backend_focused,Backend Engineering,English,Bengali,Intermediate,2025-01-21T05:47:16
U000382,hardware_focused,Hardware / Developer Gear,Hindi,Bengali,Advanced,2025-04-21T12:06:49
U000383,ai_focused,AI / Machine Learning,Hindi,Bengali,Intermediate,2025-04-06T05:05:02
U000384,ai_focused,AI / Machine Learning,English,Tamil,Intermediate,2025-05-23T22:33:25
U000385,cybersecurity_focused,Cybersecurity,Malayalam,Telugu,Beginner,2025-01-25T14:46:27
U000386,backend_focused,Backend Engineering,Tamil,Telugu,Beginner,2025-04-26T00:44:24
U000387,entertainment_heavy,Entertainment,Kannada,Malayalam,Beginner,2025-05-07T12:45:34
U000388,ai_focused,AI / Machine Learning,English,Kannada,Advanced,2025-01-23T02:06:08
U000389,hardware_focused,Hardware / Developer Gear,English,Hindi,Beginner,2025-02-05T15:08:35
U000390,frontend_focused,Frontend / Web Development,Kannada,Hindi,Beginner,2025-03-12T23:45:35
U000391,hardware_focused,Hardware / Developer Gear,Tamil,Telugu,Intermediate,2025-03-14T23:59:41
U000392,cybersecurity_focused,Cybersecurity,Hindi,Malayalam,Advanced,2025-03-11T19:17:32
U000393,ai_focused,AI / Machine Learning,English,Tamil,Beginner,2025-02-21T22:46:33
U000394,entertainment_heavy,Entertainment,Telugu,Malayalam,Beginner,2025-03-17T12:18:35
U000395,backend_focused,Backend Engineering,Kannada,Telugu,Intermediate,2025-04-16T13:43:58
U000396,hardware_focused,Hardware / Developer Gear,Hindi,Malayalam,Advanced,2025-03-05T16:11:10
U000397,backend_focused,Backend Engineering,Telugu,Hindi,Intermediate,2025-03-28T10:50:21
U000398,backend_focused,Backend Engineering,Malayalam,Telugu,Beginner,2025-04-16T10:49:41
U000399,cybersecurity_focused,Cybersecurity,English,Tamil,Advanced,2025-02-13T23:13:27
U000400,backend_focused,Backend Engineering,Kannada,Telugu,Beginner,2025-02-14T15:06:22
U000401,entertainment_heavy,Entertainment,Telugu,Malayalam,Beginner,2025-05-08T14:34:50
U000402,mixed_interest,Mixed Technology Interests,English,Telugu,Intermediate,2025-02-03T04:34:36
U000403,mixed_interest,Mixed Technology Interests,Telugu,Bengali,Advanced,2025-04-29T05:57:49
U000404,backend_focused,Backend Engineering,English,Bengali,Intermediate,2025-03-26T18:33:14
U000405,hardware_focused,Hardware / Developer Gear,English,Tamil,Advanced,2025-03-13T07:13:49
U000406,ai_focused,AI / Machine Learning,Hindi,Malayalam,Intermediate,2025-03-07T11:12:18
U000407,cybersecurity_focused,Cybersecurity,English,Hindi,Intermediate,2025-01-23T10:43:07
U000408,frontend_focused,Frontend / Web Development,Telugu,English,Advanced,2025-04-10T04:46:57
U000409,cybersecurity_focused,Cybersecurity,Hindi,Bengali,Beginner,2025-03-14T10:19:28
U000410,hardware_focused,Hardware / Developer Gear,Tamil,Telugu,Intermediate,2025-04-10T17:11:56
U000411,ai_focused,AI / Machine Learning,Telugu,Bengali,Intermediate,2025-05-10T09:48:27
U000412,ai_focused,AI / Machine Learning,English,Hindi,Beginner,2025-03-08T04:25:28
U000413,frontend_focused,Frontend / Web Development,English,Bengali,Intermediate,2025-01-13T08:39:11
U000414,backend_focused,Backend Engineering,Hindi,English,Intermediate,2025-03-16T23:33:33
U000415,entertainment_heavy,Entertainment,English,Tamil,Intermediate,2025-05-02T13:04:26
U000416,entertainment_heavy,Entertainment,Tamil,Hindi,Intermediate,2025-01-01T11:12:17
U000417,mixed_interest,Mixed Technology Interests,Hindi,Malayalam,Advanced,2025-01-12T02:43:29
U000418,mixed_interest,Mixed Technology Interests,Kannada,Malayalam,Intermediate,2025-02-01T12:16:11
U000419,mixed_interest,Mixed Technology Interests,Hindi,English,Advanced,2025-01-03T06:52:49
U000420,mixed_interest,Mixed Technology Interests,Telugu,Bengali,Beginner,2025-05-03T04:10:33
U000421,entertainment_heavy,Entertainment,Hindi,English,Beginner,2025-01-09T14:18:40
U000422,mixed_interest,Mixed Technology Interests,English,Telugu,Advanced,2025-05-10T18:13:52
U000423,mixed_interest,Mixed Technology Interests,Telugu,Hindi,Beginner,2025-04-15T13:27:38
U000424,mixed_interest,Mixed Technology Interests,Tamil,Hindi,Advanced,2025-05-02T08:56:41
U000425,backend_focused,Backend Engineering,Malayalam,Bengali,Intermediate,2025-03-09T23:52:20
U000426,entertainment_heavy,Entertainment,Hindi,Malayalam,Beginner,2025-05-11T13:09:34
U000427,ai_focused,AI / Machine Learning,Telugu,English,Advanced,2025-02-09T06:17:52
U000428,backend_focused,Backend Engineering,Hindi,Telugu,Beginner,2025-01-02T23:34:41
U000429,entertainment_heavy,Entertainment,English,Malayalam,Advanced,2025-03-07T15:27:34
U000430,hardware_focused,Hardware / Developer Gear,Tamil,Telugu,Beginner,2025-05-04T10:32:31
U000431,ai_focused,AI / Machine Learning,Telugu,Malayalam,Beginner,2025-04-02T12:31:25
U000432,mixed_interest,Mixed Technology Interests,Tamil,Telugu,Intermediate,2025-03-05T18:48:17
U000433,hardware_focused,Hardware / Developer Gear,English,Malayalam,Intermediate,2025-04-06T06:41:55
U000434,hardware_focused,Hardware / Developer Gear,English,Bengali,Intermediate,2025-03-08T02:27:12
U000435,ai_focused,AI / Machine Learning,Telugu,Tamil,Intermediate,2025-01-12T13:08:51
U000436,backend_focused,Backend Engineering,English,Telugu,Intermediate,2025-02-06T16:20:27
U000437,hardware_focused,Hardware / Developer Gear,Hindi,Malayalam,Beginner,2025-01-17T10:20:36
U000438,cybersecurity_focused,Cybersecurity,Tamil,Bengali,Beginner,2025-04-11T14:55:31
U000439,frontend_focused,Frontend / Web Development,English,Kannada,Beginner,2025-01-11T14:23:31
U000440,mixed_interest,Mixed Technology Interests,English,Telugu,Beginner,2025-05-27T16:24:08
U000441,mixed_interest,Mixed Technology Interests,Kannada,Bengali,Intermediate,2025-02-24T23:55:17
U000442,backend_focused,Backend Engineering,Hindi,Tamil,Beginner,2025-05-01T06:42:03
U000443,frontend_focused,Frontend / Web Development,English,Malayalam,Beginner,2025-05-19T08:20:29
U000444,mixed_interest,Mixed Technology Interests,English,Kannada,Intermediate,2025-04-30T02:32:40
U000445,cybersecurity_focused,Cybersecurity,English,Tamil,Beginner,2025-04-29T15:10:14
U000446,mixed_interest,Mixed Technology Interests,English,Hindi,Intermediate,2025-03-03T12:33:11
U000447,entertainment_heavy,Entertainment,Tamil,Bengali,Beginner,2025-03-05T02:32:08
U000448,cybersecurity_focused,Cybersecurity,Malayalam,Bengali,Intermediate,2025-05-09T14:37:48
U000449,ai_focused,AI / Machine Learning,English,Malayalam,Intermediate,2025-04-18T22:28:25
U000450,hardware_focused,Hardware / Developer Gear,Telugu,Tamil,Intermediate,2025-04-17T07:23:55
U000451,hardware_focused,Hardware / Developer Gear,English,Malayalam,Advanced,2025-03-18T05:47:56
U000452,entertainment_heavy,Entertainment,Telugu,Tamil,Beginner,2025-03-24T05:36:19
U000453,frontend_focused,Frontend / Web Development,Telugu,Tamil,Beginner,2025-04-03T13:03:21
U000454,mixed_interest,Mixed Technology Interests,Telugu,Bengali,Advanced,2025-03-17T14:23:06
U000455,backend_focused,Backend Engineering,Kannada,Malayalam,Beginner,2025-01-14T18:20:24
U000456,frontend_focused,Frontend / Web Development,Malayalam,Hindi,Beginner,2025-04-13T10:45:36
U000457,ai_focused,AI / Machine Learning,Telugu,Malayalam,Beginner,2025-03-23T10:23:23
U000458,cybersecurity_focused,Cybersecurity,Telugu,Bengali,Beginner,2025-05-26T18:40:17
U000459,frontend_focused,Frontend / Web Development,English,Telugu,Intermediate,2025-01-14T15:35:03
U000460,ai_focused,AI / Machine Learning,English,Telugu,Intermediate,2025-03-27T09:21:56
U000461,backend_focused,Backend Engineering,Bengali,English,Intermediate,2025-01-09T16:52:29
U000462,backend_focused,Backend Engineering,English,Hindi,Intermediate,2025-02-12T03:21:39
U000463,ai_focused,AI / Machine Learning,English,Telugu,Intermediate,2025-05-15T15:31:00
U000464,cybersecurity_focused,Cybersecurity,Telugu,Hindi,Advanced,2025-02-14T19:33:42
U000465,mixed_interest,Mixed Technology Interests,Malayalam,Telugu,Intermediate,2025-04-19T18:15:57
U000466,backend_focused,Backend Engineering,Kannada,Malayalam,Intermediate,2025-04-28T08:17:44
U000467,entertainment_heavy,Entertainment,English,Tamil,Advanced,2025-01-11T16:05:38
U000468,mixed_interest,Mixed Technology Interests,Telugu,Hindi,Intermediate,2025-05-10T02:34:58
U000469,hardware_focused,Hardware / Developer Gear,English,Telugu,Intermediate,2025-02-03T02:11:27
U000470,entertainment_heavy,Entertainment,Bengali,English,Advanced,2025-01-19T22:27:04
U000471,backend_focused,Backend Engineering,English,Hindi,Beginner,2025-03-09T00:14:44
U000472,hardware_focused,Hardware / Developer Gear,English,Hindi,Beginner,2025-05-16T19:09:35
U000473,mixed_interest,Mixed Technology Interests,English,Bengali,Advanced,2025-02-05T13:20:01
U000474,hardware_focused,Hardware / Developer Gear,English,Tamil,Intermediate,2025-04-27T14:48:11
U000475,mixed_interest,Mixed Technology Interests,English,Malayalam,Beginner,2025-01-09T10:50:04
U000476,mixed_interest,Mixed Technology Interests,Kannada,Telugu,Beginner,2025-05-14T00:59:38
U000477,cybersecurity_focused,Cybersecurity,Tamil,English,Beginner,2025-02-19T15:32:56
U000478,entertainment_heavy,Entertainment,Telugu,Tamil,Beginner,2025-01-11T23:58:35
U000479,entertainment_heavy,Entertainment,English,Bengali,Beginner,2025-03-10T21:25:45
U000480,cybersecurity_focused,Cybersecurity,English,Bengali,Intermediate,2025-03-06T13:52:18
U000481,entertainment_heavy,Entertainment,Tamil,Bengali,Beginner,2025-05-02T20:57:26
U000482,ai_focused,AI / Machine Learning,English,Tamil,Beginner,2025-01-28T22:12:05
U000483,cybersecurity_focused,Cybersecurity,English,Telugu,Intermediate,2025-05-28T02:26:15
U000484,entertainment_heavy,Entertainment,English,Bengali,Beginner,2025-02-22T22:21:00
U000485,backend_focused,Backend Engineering,English,Kannada,Beginner,2025-04-20T03:58:33
U000486,frontend_focused,Frontend / Web Development,English,Hindi,Beginner,2025-04-05T22:22:32
U000487,entertainment_heavy,Entertainment,English,Telugu,Advanced,2025-04-18T11:00:32
U000488,entertainment_heavy,Entertainment,Bengali,English,Intermediate,2025-01-10T20:07:11
U000489,mixed_interest,Mixed Technology Interests,Tamil,Telugu,Beginner,2025-05-05T08:16:29
U000490,ai_focused,AI / Machine Learning,English,Kannada,Advanced,2025-04-26T04:57:01
U000491,entertainment_heavy,Entertainment,Malayalam,English,Beginner,2025-03-28T12:47:38
U000492,hardware_focused,Hardware / Developer Gear,English,Tamil,Intermediate,2025-04-28T07:36:09
U000493,entertainment_heavy,Entertainment,Hindi,English,Beginner,2025-04-16T16:06:16
U000494,entertainment_heavy,Entertainment,Hindi,Bengali,Advanced,2025-04-03T04:42:49
U000495,ai_focused,AI / Machine Learning,English,Telugu,Intermediate,2025-05-29T23:59:44
U000496,frontend_focused,Frontend / Web Development,Hindi,English,Advanced,2025-05-20T08:44:00
U000497,mixed_interest,Mixed Technology Interests,Tamil,Malayalam,Beginner,2025-03-20T18:14:19
U000498,cybersecurity_focused,Cybersecurity,Hindi,English,Intermediate,2025-04-26T07:59:23
U000499,frontend_focused,Frontend / Web Development,Telugu,Tamil,Intermediate,2025-05-30T08:33:53
U000500,ai_focused,AI / Machine Learning,English,Telugu,Advanced,2025-03-26T02:11:10
TRAP_JAVA_BACKEND,backend_focused,Software Engineering / Backend,English,Hindi,Intermediate,2025-02-01T00:00:00
TRAP_MULTILINGUAL,ai_focused,AI / Machine Learning,Telugu,English,Beginner,2025-03-01T00:00:00
TRAP_ENTERTAINMENT_HEAVY,mixed_interest,Programming / DSA (masked by heavy entertainment consumption),English,Tamil,Intermediate,2025-01-15T00:00:00
