session_id,user_id,session_theme,start_time,end_time,reel_count,total_watch_seconds
SESS001336,U000240,gaming_hardware,2025-02-22T09:43:05,2025-02-22T09:45:36,6,76.4
SESS001337,U000240,backend_cloud,2025-04-25T16:44:44,2025-04-25T16:46:52,4,83.8
SESS001338,U000241,mixed_scroll,2025-08-18T16:31:32,2025-08-18T16:37:07,11,225.1
SESS001339,U000241,gaming_hardware,2025-01-13T03:38:13,2025-01-13T03:40:05,5,85.1
SESS001340,U000241,mixed_scroll,2025-08-20T06:02:54,2025-08-20T06:10:28,12,317.4
SESS001341,U000241,entertainment_heavy,2025-02-09T05:41:32,2025-02-09T05:44:11,6,92.9
SESS001342,U000241,cybersecurity,2025-04-02T00:19:15,2025-04-02T00:24:28,11,193.8
SESS001343,U000241,backend_cloud,2025-09-29T08:41:17,2025-09-29T08:46:18,10,227.6
SESS001344,U000241,cybersecurity,2025-03-03T08:26:20,2025-03-03T08:31:08,10,222.3
SESS001345,U000241,cybersecurity,2025-07-16T01:47:47,2025-07-16T01:52:16,7,183.6
SESS001346,U000242,cybersecurity,2025-05-14T17:39:39,2025-05-14T17:44:47,9,218.7
SESS001347,U000242,mixed_scroll,2025-07-05T23:37:48,2025-07-05T23:43:21,7,253.6
SESS001348,U000242,dsa_java_interview,2025-07-19T23:42:15,2025-07-19T23:46:11,9,150.5
SESS001349,U000242,gaming_hardware,2025-09-01T02:10:50,2025-09-01T02:19:08,12,358.7
SESS001350,U000243,backend_cloud,2025-10-02T01:58:32,2025-10-02T01:59:42,3,43.2
SESS001351,U000243,cybersecurity,2025-06-22T09:10:41,2025-06-22T09:13:05,4,97.4
SESS001352,U000243,cybersecurity,2025-09-19T06:46:41,2025-09-19T06:51:34,10,197.9
SESS001353,U000244,cybersecurity,2025-03-28T11:48:32,2025-03-28T11:50:20,3,72.6
SESS001354,U000244,entertainment_heavy,2025-05-24T04:46:13,2025-05-24T04:48:33,5,89.7
SESS001355,U000244,ai_python,2025-10-10T05:51:37,2025-10-10T05:56:04,11,175.1
SESS001356,U000244,mixed_scroll,2025-09-29T00:08:34,2025-09-29T00:11:49,6,140.9
SESS001357,U000244,mixed_scroll,2025-03-21T15:47:16,2025-03-21T15:51:11,8,140.0
SESS001358,U000245,cybersecurity,2025-05-03T15:19:41,2025-05-03T15:26:28,12,262.0
SESS001359,U000245,backend_cloud,2025-06-29T00:25:42,2025-06-29T00:31:00,10,225.3
SESS001360,U000245,backend_cloud,2025-08-19T23:53:33,2025-08-20T00:00:08,12,256.1
SESS001361,U000245,ai_python,2025-07-24T03:32:11,2025-07-24T03:34:25,3,116.0
SESS001362,U000246,entertainment_heavy,2025-11-07T13:01:36,2025-11-07T13:03:56,4,90.6
SESS001363,U000246,dsa_java_interview,2025-09-21T23:13:35,2025-09-21T23:16:38,7,100.9
SESS001364,U000246,entertainment_heavy,2025-02-25T14:00:23,2025-02-25T14:03:32,6,140.0
SESS001365,U000246,cybersecurity,2025-07-16T23:01:10,2025-07-16T23:05:40,7,202.4
SESS001366,U000246,entertainment_heavy,2025-02-10T14:49:25,2025-02-10T14:54:17,9,210.8
SESS001367,U000247,entertainment_heavy,2025-06-22T00:57:58,2025-06-22T01:01:38,6,151.2
SESS001368,U000247,mixed_scroll,2025-09-11T06:22:42,2025-09-11T06:27:43,10,230.4
SESS001369,U000247,backend_cloud,2025-08-16T04:30:04,2025-08-16T04:36:28,12,274.8
SESS001370,U000247,dsa_java_interview,2025-01-09T23:37:43,2025-01-09T23:40:34,5,139.5
SESS001371,U000247,mixed_scroll,2025-02-28T14:31:09,2025-02-28T14:34:40,7,116.8
SESS001372,U000247,entertainment_heavy,2025-04-16T11:18:05,2025-04-16T11:25:05,12,293.4
SESS001373,U000247,gaming_hardware,2025-01-29T22:24:23,2025-01-29T22:28:26,8,165.7
SESS001374,U000248,backend_cloud,2025-11-04T18:26:38,2025-11-04T18:29:59,6,133.2
SESS001375,U000248,entertainment_heavy,2025-02-24T08:58:28,2025-02-24T09:01:08,8,119.7
SESS001376,U000248,backend_cloud,2025-03-26T15:38:08,2025-03-26T15:41:55,7,142.0
SESS001377,U000249,ai_python,2025-01-10T20:35:23,2025-01-10T20:39:07,7,149.8
SESS001378,U000249,cybersecurity,2025-07-04T00:59:18,2025-07-04T01:00:49,3,57.2
SESS001379,U000249,backend_cloud,2025-03-05T19:03:43,2025-03-05T19:08:30,10,185.5
SESS001380,U000249,backend_cloud,2025-01-06T17:21:14,2025-01-06T17:28:04,12,264.4
SESS001381,U000249,cybersecurity,2025-01-28T03:38:33,2025-01-28T03:40:10,3,58.2
SESS001382,U000250,dsa_java_interview,2025-06-11T10:35:24,2025-06-11T10:39:30,7,167.7
SESS001383,U000250,entertainment_heavy,2025-07-12T16:33:45,2025-07-12T16:39:55,10,232.2
SESS001384,U000250,entertainment_heavy,2025-08-18T11:50:54,2025-08-18T11:54:59,10,167.7
SESS001385,U000250,cybersecurity,2025-04-30T01:38:08,2025-04-30T01:42:23,9,154.1
SESS001386,U000250,gaming_hardware,2025-11-30T11:44:43,2025-11-30T11:48:02,7,155.6
SESS001387,U000250,gaming_hardware,2025-06-22T01:02:25,2025-06-22T01:06:14,7,149.1
SESS001388,U000251,backend_cloud,2025-11-01T12:17:28,2025-11-01T12:21:40,7,173.6
SESS001389,U000251,cybersecurity,2025-02-01T01:33:27,2025-02-01T01:38:04,8,185.0
SESS001390,U000251,mixed_scroll,2025-02-28T06:23:10,2025-02-28T06:24:51,3,59.5
SESS001391,U000252,cybersecurity,2025-09-29T14:12:43,2025-09-29T14:18:50,10,232.4
SESS001392,U000252,dsa_java_interview,2025-03-27T00:38:34,2025-03-27T00:42:51,9,160.5
SESS001393,U000252,cybersecurity,2025-10-25T19:55:07,2025-10-25T19:59:14,6,177.5
SESS001394,U000252,dsa_java_interview,2025-02-05T02:00:17,2025-02-05T02:07:00,12,284.8
SESS001395,U000252,backend_cloud,2025-03-22T23:24:56,2025-03-22T23:26:37,4,58.2
SESS001396,U000253,cybersecurity,2025-01-24T21:00:07,2025-01-24T21:04:13,9,146.1
SESS001397,U000253,gaming_hardware,2025-11-08T15:24:17,2025-11-08T15:27:27,5,131.5
SESS001398,U000253,entertainment_heavy,2025-05-04T04:16:24,2025-05-04T04:21:51,11,231.7
SESS001399,U000253,cybersecurity,2025-01-18T08:07:00,2025-01-18T08:12:46,11,217.3
SESS001400,U000253,gaming_hardware,2025-02-27T13:46:07,2025-02-27T13:48:21,5,77.6
SESS001401,U000253,ai_python,2025-08-24T06:42:32,2025-08-24T06:45:40,6,128.6
SESS001402,U000253,backend_cloud,2025-04-25T05:54:00,2025-04-25T05:56:08,5,83.8
SESS001403,U000253,dsa_java_interview,2025-11-07T00:26:26,2025-11-07T00:32:13,10,242.3
SESS001404,U000254,backend_cloud,2025-01-26T08:10:48,2025-01-26T08:12:57,4,68.6
SESS001405,U000254,gaming_hardware,2025-11-15T20:07:27,2025-11-15T20:12:55,10,234.0
SESS001406,U000254,cybersecurity,2025-02-03T22:43:02,2025-02-03T22:44:52,4,71.4
SESS001407,U000254,dsa_java_interview,2025-04-29T22:54:20,2025-04-29T22:59:37,11,190.0
SESS001408,U000254,backend_cloud,2025-03-08T08:28:59,2025-03-08T08:30:41,3,76.1
SESS001409,U000255,gaming_hardware,2025-10-04T00:24:45,2025-10-04T00:31:33,11,277.8
SESS001410,U000255,entertainment_heavy,2025-05-18T14:11:00,2025-05-18T14:16:02,10,191.4
SESS001411,U000255,gaming_hardware,2025-05-28T05:53:03,2025-05-28T05:55:11,4,90.6
SESS001412,U000255,ai_python,2025-09-21T15:32:36,2025-09-21T15:36:40,6,168.2
SESS001413,U000255,backend_cloud,2025-03-01T22:54:09,2025-03-01T23:01:18,10,323.3
SESS001414,U000255,gaming_hardware,2025-01-26T13:42:44,2025-01-26T13:48:28,10,227.8
SESS001415,U000256,dsa_java_interview,2025-02-13T03:06:53,2025-02-13T03:11:27,11,152.6
SESS001416,U000256,entertainment_heavy,2025-07-07T13:09:52,2025-07-07T13:15:30,12,199.6
SESS001417,U000256,gaming_hardware,2025-09-22T03:19:21,2025-09-22T03:21:52,4,123.0
SESS001418,U000256,backend_cloud,2025-11-20T12:22:50,2025-11-20T12:23:59,3,46.5
SESS001419,U000257,cybersecurity,2025-08-08T20:28:49,2025-08-08T20:30:42,5,59.8
SESS001420,U000257,entertainment_heavy,2025-09-20T08:40:38,2025-09-20T08:45:35,10,197.6
SESS001421,U000257,ai_python,2025-02-20T19:32:29,2025-02-20T19:35:50,5,131.2
SESS001422,U000257,mixed_scroll,2025-06-13T08:17:08,2025-06-13T08:19:00,4,69.7
SESS001423,U000257,mixed_scroll,2025-03-06T12:39:35,2025-03-06T12:44:44,12,202.2
SESS001424,U000257,dsa_java_interview,2025-02-22T17:48:07,2025-02-22T17:51:51,10,123.5
SESS001425,U000257,ai_python,2025-10-04T00:41:38,2025-10-04T00:44:55,7,132.6
SESS001426,U000257,mixed_scroll,2025-03-16T22:10:27,2025-03-16T22:16:36,12,230.4
SESS001427,U000258,ai_python,2025-02-15T15:40:04,2025-02-15T15:45:35,11,196.8
SESS001428,U000258,gaming_hardware,2025-04-01T12:22:09,2025-04-01T12:27:41,12,215.5
SESS001429,U000258,mixed_scroll,2025-01-28T07:48:01,2025-01-28T07:54:46,12,236.9
SESS001430,U000259,dsa_java_interview,2025-10-28T07:30:13,2025-10-28T07:34:01,7,160.1
SESS001431,U000259,backend_cloud,2025-08-28T22:48:23,2025-08-28T22:53:09,9,193.2
SESS001432,U000259,backend_cloud,2025-04-18T08:08:01,2025-04-18T08:12:39,11,192.5
SESS001433,U000259,backend_cloud,2025-07-13T00:06:45,2025-07-13T00:10:30,7,145.0
SESS001434,U000259,mixed_scroll,2025-10-16T21:51:04,2025-10-16T21:54:05,5,123.6
SESS001435,U000259,ai_python,2025-08-26T08:21:51,2025-08-26T08:26:48,9,185.3
SESS001436,U000259,ai_python,2025-09-25T03:05:18,2025-09-25T03:08:57,9,123.3
SESS001437,U000259,mixed_scroll,2025-01-07T04:42:47,2025-01-07T04:46:20,7,155.9
SESS001438,U000260,gaming_hardware,2025-02-25T21:30:58,2025-02-25T21:37:09,10,238.4
SESS001439,U000260,dsa_java_interview,2025-09-07T19:12:28,2025-09-07T19:14:01,3,68.3
SESS001440,U000260,entertainment_heavy,2025-04-22T01:35:15,2025-04-22T01:38:27,6,130.3
SESS001441,U000260,backend_cloud,2025-01-07T08:50:53,2025-01-07T08:53:56,6,119.8
SESS001442,U000261,mixed_scroll,2025-04-02T04:08:46,2025-04-02T04:14:08,9,199.3
SESS001443,U000261,mixed_scroll,2025-05-18T14:31:09,2025-05-18T14:32:29,4,47.3
SESS001444,U000261,mixed_scroll,2025-08-21T18:39:43,2025-08-21T18:44:40,11,203.5
SESS001445,U000261,gaming_hardware,2025-09-18T01:07:46,2025-09-18T01:11:43,8,162.8
SESS001446,U000261,ai_python,2025-02-27T07:33:39,2025-02-27T07:36:11,4,113.2
SESS001447,U000261,dsa_java_interview,2025-01-06T15:09:21,2025-01-06T15:11:18,3,82.4
SESS001448,U000261,backend_cloud,2025-07-30T01:10:28,2025-07-30T01:15:25,10,202.8
SESS001449,U000261,cybersecurity,2025-06-29T14:07:15,2025-06-29T14:11:47,7,179.9
SESS001450,U000262,gaming_hardware,2025-11-26T13:50:50,2025-11-26T13:55:57,8,216.5
SESS001451,U000262,entertainment_heavy,2025-10-17T11:17:19,2025-10-17T11:20:24,6,135.5
SESS001452,U000262,backend_cloud,2025-06-12T04:41:22,2025-06-12T04:43:47,3,114.3
SESS001453,U000262,ai_python,2025-09-20T04:47:57,2025-09-20T04:54:24,10,259.9
SESS001454,U000263,cybersecurity,2025-03-17T17:21:07,2025-03-17T17:23:03,3,89.1
SESS001455,U000263,gaming_hardware,2025-01-02T13:52:25,2025-01-02T13:56:04,8,135.8
SESS001456,U000263,mixed_scroll,2025-10-28T08:15:42,2025-10-28T08:21:51,11,236.5
SESS001457,U000263,dsa_java_interview,2025-10-27T08:27:09,2025-10-27T08:31:13,7,167.1
SESS001458,U000263,gaming_hardware,2025-10-15T22:35:21,2025-10-15T22:39:11,6,163.2
SESS001459,U000263,backend_cloud,2025-01-13T03:15:21,2025-01-13T03:19:38,8,162.5
SESS001460,U000263,dsa_java_interview,2025-03-01T08:43:27,2025-03-01T08:47:23,8,121.6
SESS001461,U000264,gaming_hardware,2025-11-22T17:16:16,2025-11-22T17:21:50,10,238.3
SESS001462,U000264,backend_cloud,2025-06-19T16:15:18,2025-06-19T16:18:19,7,101.3
SESS001463,U000264,ai_python,2025-11-19T10:42:49,2025-11-19T10:47:03,11,155.0
SESS001464,U000264,backend_cloud,2025-01-22T17:29:32,2025-01-22T17:35:40,12,257.7
SESS001465,U000265,gaming_hardware,2025-03-12T06:35:01,2025-03-12T06:37:43,6,93.9
SESS001466,U000265,ai_python,2025-08-09T14:11:21,2025-08-09T14:17:28,12,252.3
SESS001467,U000265,cybersecurity,2025-07-11T07:59:55,2025-07-11T08:04:08,7,147.8
SESS001468,U000265,dsa_java_interview,2025-10-06T18:32:06,2025-10-06T18:35:48,6,172.5
SESS001469,U000265,ai_python,2025-09-23T02:02:46,2025-09-23T02:06:32,6,147.0
SESS001470,U000266,dsa_java_interview,2025-07-07T05:35:31,2025-07-07T05:38:32,8,135.4
SESS001471,U000266,gaming_hardware,2025-03-09T01:57:07,2025-03-09T01:59:13,5,69.5
SESS001472,U000266,cybersecurity,2025-06-01T01:20:55,2025-06-01T01:25:11,8,151.6
SESS001473,U000267,dsa_java_interview,2025-09-19T23:38:08,2025-09-19T23:42:52,9,225.0
SESS001474,U000267,gaming_hardware,2025-04-30T04:47:30,2025-04-30T04:54:43,12,283.9
SESS001475,U000267,dsa_java_interview,2025-11-05T15:49:00,2025-11-05T15:50:54,4,68.7
SESS001476,U000267,ai_python,2025-10-20T05:56:27,2025-10-20T06:01:25,8,217.4
SESS001477,U000268,entertainment_heavy,2025-06-21T17:43:34,2025-06-21T17:45:11,3,76.6
SESS001478,U000268,ai_python,2025-09-26T19:43:08,2025-09-26T19:45:56,7,114.1
SESS001479,U000268,gaming_hardware,2025-08-21T00:26:34,2025-08-21T00:28:30,5,55.5
SESS001480,U000268,mixed_scroll,2025-02-26T09:05:08,2025-02-26T09:05:59,3,21.2
SESS001481,U000268,entertainment_heavy,2025-11-03T14:00:51,2025-11-03T14:03:24,6,98.4
SESS001482,U000268,dsa_java_interview,2025-06-07T22:45:01,2025-06-07T22:48:30,7,154.9
SESS001483,U000268,entertainment_heavy,2025-04-17T04:23:00,2025-04-17T04:28:49,10,250.4
SESS001484,U000269,dsa_java_interview,2025-11-05T06:18:49,2025-11-05T06:26:05,11,309.3
SESS001485,U000269,backend_cloud,2025-08-26T14:29:48,2025-08-26T14:37:30,10,360.0
SESS001486,U000269,gaming_hardware,2025-04-10T15:11:05,2025-04-10T15:14:14,4,144.1
SESS001487,U000269,backend_cloud,2025-03-28T14:00:25,2025-03-28T14:05:29,10,193.3
SESS001488,U000269,ai_python,2025-11-13T12:02:41,2025-11-13T12:04:26,4,66.4
SESS001489,U000269,ai_python,2025-07-27T17:39:36,2025-07-27T17:42:32,6,106.2
SESS001490,U000270,entertainment_heavy,2025-03-30T01:56:55,2025-03-30T01:59:11,4,98.6
SESS001491,U000270,cybersecurity,2025-11-05T05:42:54,2025-11-05T05:45:15,8,72.9
SESS001492,U000270,gaming_hardware,2025-06-22T06:42:44,2025-06-22T06:47:01,9,157.7
SESS001493,U000270,entertainment_heavy,2025-11-25T09:41:06,2025-11-25T09:48:40,12,331.4
SESS001494,U000270,gaming_hardware,2025-03-22T14:25:17,2025-03-22T14:27:41,4,98.9
SESS001495,U000270,backend_cloud,2025-04-05T10:44:20,2025-04-05T10:46:53,5,99.1
SESS001496,U000271,mixed_scroll,2025-09-10T11:55:32,2025-09-10T11:57:00,4,44.7
SESS001497,U000271,cybersecurity,2025-09-22T09:53:43,2025-09-22T10:00:54,12,326.2
SESS001498,U000271,mixed_scroll,2025-11-19T07:11:06,2025-11-19T07:15:25,7,169.4
SESS001499,U000271,dsa_java_interview,2025-03-10T19:57:56,2025-03-10T19:59:49,5,91.0
SESS001500,U000271,mixed_scroll,2025-11-27T05:40:30,2025-11-27T05:44:39,12,146.8
SESS001501,U000272,mixed_scroll,2025-11-21T23:51:27,2025-11-21T23:56:55,11,231.6
SESS001502,U000272,entertainment_heavy,2025-06-06T16:20:41,2025-06-06T16:24:53,10,167.1
SESS001503,U000272,cybersecurity,2025-10-31T01:16:11,2025-10-31T01:21:26,11,191.6
SESS001504,U000272,cybersecurity,2025-09-01T12:49:31,2025-09-01T12:51:08,4,52.9
SESS001505,U000272,cybersecurity,2025-05-31T19:46:49,2025-05-31T19:51:14,10,186.9
SESS001506,U000272,ai_python,2025-02-15T07:38:58,2025-02-15T07:44:48,12,243.4
SESS001507,U000272,mixed_scroll,2025-04-06T06:28:30,2025-04-06T06:29:58,4,58.3
SESS001508,U000272,dsa_java_interview,2025-04-16T16:48:25,2025-04-16T16:50:25,6,74.3
SESS001509,U000273,dsa_java_interview,2025-07-03T17:14:18,2025-07-03T17:18:31,9,166.4
SESS001510,U000273,ai_python,2025-02-01T00:06:47,2025-02-01T00:08:46,3,71.6
SESS001511,U000273,dsa_java_interview,2025-01-19T07:11:42,2025-01-19T07:13:34,3,82.3
SESS001512,U000273,dsa_java_interview,2025-10-09T03:17:22,2025-10-09T03:19:27,7,71.1
SESS001513,U000273,gaming_hardware,2025-05-11T21:19:51,2025-05-11T21:22:48,7,79.7
SESS001514,U000274,gaming_hardware,2025-04-07T12:37:38,2025-04-07T12:42:31,10,231.4
SESS001515,U000274,dsa_java_interview,2025-02-16T09:05:09,2025-02-16T09:09:23,8,153.1
SESS001516,U000274,ai_python,2025-02-24T20:32:10,2025-02-24T20:35:12,5,114.2
SESS001517,U000274,entertainment_heavy,2025-02-15T16:36:04,2025-02-15T16:40:27,9,162.5
SESS001518,U000275,ai_python,2025-03-18T08:24:29,2025-03-18T08:28:53,7,185.6
SESS001519,U000275,backend_cloud,2025-08-07T15:47:02,2025-08-07T15:51:50,9,187.1
SESS001520,U000275,entertainment_heavy,2025-09-11T20:03:59,2025-09-11T20:05:45,4,44.4
SESS001521,U000275,entertainment_heavy,2025-11-17T12:22:11,2025-11-17T12:27:14,9,167.5
SESS001522,U000275,ai_python,2025-04-09T04:39:37,2025-04-09T04:41:59,5,71.7
SESS001523,U000275,gaming_hardware,2025-06-18T02:50:35,2025-06-18T02:55:31,7,247.7
SESS001524,U000275,ai_python,2025-03-21T21:15:51,2025-03-21T21:19:04,5,142.4
SESS001525,U000276,dsa_java_interview,2025-04-04T18:24:52,2025-04-04T18:26:31,4,44.7
SESS001526,U000276,entertainment_heavy,2025-08-12T09:13:00,2025-08-12T09:13:59,3,22.7
SESS001527,U000276,entertainment_heavy,2025-05-30T09:57:16,2025-05-30T10:00:24,5,141.8
SESS001528,U000276,mixed_scroll,2025-06-27T21:29:54,2025-06-27T21:37:07,12,303.4
SESS001529,U000276,entertainment_heavy,2025-08-10T10:18:48,2025-08-10T10:22:41,6,168.3
SESS001530,U000276,gaming_hardware,2025-04-14T00:17:29,2025-04-14T00:24:01,10,274.1
SESS001531,U000277,backend_cloud,2025-03-31T17:20:15,2025-03-31T17:22:31,5,97.3
SESS001532,U000277,mixed_scroll,2025-02-19T22:51:31,2025-02-19T22:53:11,3,54.4
SESS001533,U000277,mixed_scroll,2025-01-02T22:11:54,2025-01-02T22:12:28,3,22.0
SESS001534,U000277,backend_cloud,2025-01-06T22:39:15,2025-01-06T22:40:45,4,53.6
SESS001535,U000278,cybersecurity,2025-11-13T09:55:08,2025-11-13T09:59:31,8,170.1
SESS001536,U000278,ai_python,2025-08-10T06:14:32,2025-08-10T06:17:41,7,118.2
SESS001537,U000278,entertainment_heavy,2025-02-02T20:45:23,2025-02-02T20:51:06,11,223.2
SESS001538,U000279,entertainment_heavy,2025-04-15T06:21:11,2025-04-15T06:23:07,4,66.8
SESS001539,U000279,gaming_hardware,2025-04-14T17:57:35,2025-04-14T17:59:37,3,75.8
SESS001540,U000279,mixed_scroll,2025-04-15T22:10:28,2025-04-15T22:15:19,10,192.1
SESS001541,U000279,entertainment_heavy,2025-11-02T10:45:58,2025-11-02T10:49:36,6,134.7
SESS001542,U000279,backend_cloud,2025-11-22T01:29:23,2025-11-22T01:31:42,5,95.8
SESS001543,U000279,mixed_scroll,2025-04-03T17:03:32,2025-04-03T17:05:46,5,104.6
SESS001544,U000279,ai_python,2025-09-19T05:48:30,2025-09-19T05:51:48,5,122.3
SESS001545,U000280,backend_cloud,2025-06-06T05:21:39,2025-06-06T05:25:02,6,153.1
SESS001546,U000280,gaming_hardware,2025-04-23T12:20:57,2025-04-23T12:23:43,7,105.8
SESS001547,U000280,entertainment_heavy,2025-02-28T09:03:09,2025-02-28T09:04:45,3,72.3
SESS001548,U000281,entertainment_heavy,2025-03-19T10:09:02,2025-03-19T10:15:32,12,233.6
SESS001549,U000281,backend_cloud,2025-06-08T02:06:28,2025-06-08T02:08:38,3,85.9
SESS001550,U000281,cybersecurity,2025-11-04T03:16:49,2025-11-04T03:19:58,7,131.9
SESS001551,U000281,cybersecurity,2025-07-20T10:29:42,2025-07-20T10:35:58,12,241.5
SESS001552,U000281,backend_cloud,2025-03-14T01:21:26,2025-03-14T01:26:57,10,241.9
SESS001553,U000281,gaming_hardware,2025-07-05T13:24:12,2025-07-05T13:31:40,11,341.5
SESS001554,U000281,entertainment_heavy,2025-04-18T05:01:51,2025-04-18T05:03:44,4,77.1
SESS001555,U000282,dsa_java_interview,2025-11-13T09:51:12,2025-11-13T09:55:27,9,167.1
SESS001556,U000282,gaming_hardware,2025-05-18T19:31:15,2025-05-18T19:37:34,12,267.0
SESS001557,U000282,mixed_scroll,2025-02-08T16:12:13,2025-02-08T16:16:24,7,190.9
SESS001558,U000282,dsa_java_interview,2025-08-05T23:56:36,2025-08-05T23:59:43,6,114.1
SESS001559,U000282,dsa_java_interview,2025-01-07T15:38:15,2025-01-07T15:40:33,4,98.2
SESS001560,U000282,dsa_java_interview,2025-06-15T02:51:00,2025-06-15T02:54:26,5,153.5
SESS001561,U000282,ai_python,2025-04-25T02:24:15,2025-04-25T02:28:16,9,139.0
SESS001562,U000282,dsa_java_interview,2025-09-19T08:27:50,2025-09-19T08:31:36,7,147.9
SESS001563,U000283,backend_cloud,2025-07-01T21:34:16,2025-07-01T21:39:53,12,212.7
SESS001564,U000283,entertainment_heavy,2025-04-08T00:54:04,2025-04-08T00:57:33,6,146.4
SESS001565,U000283,entertainment_heavy,2025-08-08T18:32:11,2025-08-08T18:37:50,11,238.1
SESS001566,U000283,ai_python,2025-11-27T13:10:56,2025-11-27T13:15:35,6,201.5
SESS001567,U000283,gaming_hardware,2025-03-28T22:28:40,2025-03-28T22:34:30,9,234.1
SESS001568,U000283,ai_python,2025-03-31T03:24:35,2025-03-31T03:27:55,7,157.0
SESS001569,U000284,entertainment_heavy,2025-03-25T11:31:49,2025-03-25T11:36:16,8,172.2
SESS001570,U000284,mixed_scroll,2025-01-12T15:39:02,2025-01-12T15:44:58,11,255.4
SESS001571,U000284,mixed_scroll,2025-04-07T09:09:23,2025-04-07T09:15:52,12,234.8
SESS001572,U000284,cybersecurity,2025-04-22T00:21:39,2025-04-22T00:27:25,10,242.5
SESS001573,U000285,entertainment_heavy,2025-04-04T18:19:06,2025-04-04T18:24:17,9,217.5
SESS001574,U000285,cybersecurity,2025-03-27T15:36:36,2025-03-27T15:41:33,9,225.4
SESS001575,U000285,gaming_hardware,2025-11-30T13:54:20,2025-11-30T13:58:54,9,183.9
SESS001576,U000285,mixed_scroll,2025-05-21T18:02:19,2025-05-21T18:09:19,12,289.0
SESS001577,U000285,ai_python,2025-11-13T02:57:41,2025-11-13T03:00:39,6,100.0
SESS001578,U000286,cybersecurity,2025-02-16T17:17:24,2025-02-16T17:19:11,4,72.2
SESS001579,U000286,entertainment_heavy,2025-08-29T15:24:28,2025-08-29T15:30:40,12,249.9
SESS001580,U000286,entertainment_heavy,2025-07-03T06:55:36,2025-07-03T06:59:59,7,170.0
SESS001581,U000287,entertainment_heavy,2025-10-22T01:21:42,2025-10-22T01:27:24,9,232.6
SESS001582,U000287,gaming_hardware,2025-10-03T14:03:44,2025-10-03T14:09:30,10,239.5
SESS001583,U000287,dsa_java_interview,2025-09-09T20:37:23,2025-09-09T20:39:38,6,64.1
SESS001584,U000287,dsa_java_interview,2025-03-08T22:11:39,2025-03-08T22:16:39,12,193.6
SESS001585,U000288,backend_cloud,2025-09-30T15:45:01,2025-09-30T15:49:28,8,189.4
SESS001586,U000288,cybersecurity,2025-03-20T23:37:55,2025-03-20T23:43:24,12,219.1
SESS001587,U000288,backend_cloud,2025-05-11T03:32:14,2025-05-11T03:37:22,12,208.9
SESS001588,U000288,entertainment_heavy,2025-04-30T01:12:31,2025-04-30T01:18:19,8,263.2
SESS001589,U000288,gaming_hardware,2025-11-23T05:39:39,2025-11-23T05:45:03,10,218.1
SESS001590,U000288,ai_python,2025-04-10T13:39:09,2025-04-10T13:46:05,11,269.6
SESS001591,U000289,cybersecurity,2025-07-18T14:35:23,2025-07-18T14:42:31,12,290.1
SESS001592,U000289,entertainment_heavy,2025-03-03T19:31:59,2025-03-03T19:39:13,12,301.3
SESS001593,U000289,dsa_java_interview,2025-06-29T04:07:46,2025-06-29T04:12:31,10,182.5
SESS001594,U000289,dsa_java_interview,2025-04-03T16:31:15,2025-04-03T16:37:02,10,251.1
SESS001595,U000290,backend_cloud,2025-05-15T00:50:44,2025-05-15T00:57:25,12,247.9
SESS001596,U000290,entertainment_heavy,2025-09-18T09:05:25,2025-09-18T09:10:42,10,223.6
SESS001597,U000290,entertainment_heavy,2025-10-21T10:17:56,2025-10-21T10:22:12,8,167.8
SESS001598,U000290,backend_cloud,2025-11-21T03:21:53,2025-11-21T03:27:54,10,242.9
SESS001599,U000290,entertainment_heavy,2025-08-28T02:43:43,2025-08-28T02:45:57,3,96.8
SESS001600,U000290,backend_cloud,2025-04-25T10:53:31,2025-04-25T10:59:31,10,257.8
SESS001601,U000291,gaming_hardware,2025-07-23T18:12:41,2025-07-23T18:16:45,8,169.6
SESS001602,U000291,backend_cloud,2025-02-21T03:10:44,2025-02-21T03:13:10,5,75.7
SESS001603,U000291,ai_python,2025-05-02T06:09:28,2025-05-02T06:15:00,10,217.8
SESS001604,U000292,backend_cloud,2025-01-29T21:57:18,2025-01-29T21:59:16,4,77.6
SESS001605,U000292,mixed_scroll,2025-05-22T12:05:26,2025-05-22T12:11:22,10,243.5
SESS001606,U000292,entertainment_heavy,2025-01-18T02:52:27,2025-01-18T02:54:51,5,92.4
SESS001607,U000293,mixed_scroll,2025-07-18T03:45:28,2025-07-18T03:50:11,10,181.4
SESS001608,U000293,backend_cloud,2025-08-26T14:50:49,2025-08-26T14:55:08,7,180.5
SESS001609,U000293,entertainment_heavy,2025-11-28T18:46:08,2025-11-28T18:49:27,5,144.6
SESS001610,U000294,backend_cloud,2025-05-22T10:57:55,2025-05-22T11:01:20,8,146.5
SESS001611,U000294,backend_cloud,2025-07-02T21:55:12,2025-07-02T21:59:10,6,189.6
SESS001612,U000294,gaming_hardware,2025-08-22T20:07:25,2025-08-22T20:09:40,4,99.5
SESS001613,U000294,backend_cloud,2025-10-20T16:53:56,2025-10-20T16:56:24,6,103.6
SESS001614,U000294,ai_python,2025-08-04T11:19:29,2025-08-04T11:22:11,4,111.3
SESS001615,U000294,gaming_hardware,2025-09-11T06:20:01,2025-09-11T06:23:41,6,151.5
SESS001616,U000294,mixed_scroll,2025-09-21T21:38:24,2025-09-21T21:41:00,4,119.1
