reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
CAND000201,Football moment that broke the internet,Football content - just for laughs,"Let's break down the basics of Cloud step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.81,,,,Football,entertainment,Entertainment,Beginner,13,CR000046,2025-10-03T17:18:01,0.563,0.172,0.237,0.215,0.405,0.828
CAND000202,Comedy moment that broke the internet,Comedy content - just for laughs,"Let's break down the basics of Kotlin step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.86,Kotlin,,,Comedy,entertainment,Entertainment,Beginner,45,CR000038,2025-09-29T23:30:42,0.249,0.129,0.12,0.235,0.209,0.926
CAND000203,Placement Prep,Placement Prep - what nobody tells you,"Here's how C behaves at scale, and the trade-offs engineers make in production systems.",,Whiteboard diagram explaining system architecture,English,0.95,C,,,Career,career,Motivation,Advanced,21,CR000053,2025-07-03T19:26:54,0.857,0.68,0.081,0.653,0.639,0.21
CAND000204,Gaming moment that broke the internet,Gaming content - just for laughs,"Aaj hum dekhenge ki SQL kaise kaam karta hai. First, sql basics, then a quick example with real code.","int main() { std::cout << ""hi""; }",Stadium crowd celebrating a goal/wicket,Hindi-English,0.81,SQL|C++,,,Gaming,entertainment,Entertainment,Intermediate,15,CR000031,2025-06-14T10:39:55,0.686,0.315,0.095,0.172,0.607,0.861
CAND000205,SQL developers be like,POV: debugging SQL at 2am,When your SQL code works on the first try but you have no idea why. Every developer knows this feeling.,SELECT * FROM students;,Terminal window running SQL commands,English,0.97,SQL|Dart|Java,,,Software Engineering,programming_meme,Entertainment,Beginner,64,CR000017,2025-08-29T22:39:30,0.254,0.148,0.144,0.255,0.312,0.661
CAND000206,SQL explained simply,Learn sql explained simply in under a minute,"Let's break down the basics of SQL step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,Telugu,0.88,SQL,Terraform,,Data Science,tech_educational,Learning,Beginner,84,CR000070,2025-08-02T17:19:12,0.166,0.104,0.255,0.59,0.188,0.294
CAND000207,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize Networking answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.84,,,,Memes,entertainment,Entertainment,Intermediate,49,CR000005,2025-09-07T12:05:24,0.653,0.535,0.199,0.107,0.482,0.79
CAND000208,Programming developers be like,POV: debugging Programming at 2am,When your DevOps code works on the first try but you have no idea why. Every developer knows this feeling.,,Neural network diagram with labeled layers,Kannada-English,0.97,,,,Software Engineering,programming_meme,Entertainment,Beginner,25,CR000040,2025-08-24T19:01:24,0.567,0.128,0.076,0.27,0.568,0.9
CAND000209,Movies moment that broke the internet,Movies content - just for laughs,"Ee video lo manam Data Science gurinchi chuddam. First, data science basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Telugu-English,0.97,,,,Movies,entertainment,Humor,Intermediate,8,CR000064,2025-10-25T04:13:32,0.552,0.197,0.195,0.158,0.396,0.753
CAND000210,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,English,0.87,R,,,Career,career,Career,Intermediate,48,CR000032,2025-03-16T00:09:27,0.794,0.31,0.163,0.729,0.567,0.263
CAND000211,Gaming moment that broke the internet,Gaming content - just for laughs,"Aaj hum dekhenge ki Ruby kaise kaam karta hai. First, ruby basics, then a quick example with real code.",// Ruby example,Dance/lipsync trend clip,Hindi-English,0.92,Ruby,,,Gaming,entertainment,Entertainment,Advanced,28,CR000056,2025-10-28T15:25:20,0.288,0.182,0.254,0.067,0.199,0.894
CAND000212,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Let's break down the basics of Algorithms step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.93,,,,Lifestyle,entertainment,Humor,Beginner,39,CR000025,2025-09-17T19:58:32,0.48,0.312,0.227,0.158,0.295,0.738
CAND000213,Cybersecurity News update (2025),Latest in Cybersecurity News,"If you're preparing for placements, don't just memorize C answers - understand how it actually works under the hood.",// C example,Split-screen code and output comparison,English,0.8,C|C++|Swift,Redis|GraphQL,,Technology News,tech_news,News,Intermediate,51,CR000036,2025-10-25T11:24:37,0.687,0.63,0.121,0.227,0.649,0.281
CAND000214,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,10 AI tools that will GUARANTEE you a job in 2027!!!,,Cybersecurity terminal showing network commands,English,0.9,,,,AI/ML,hype,Motivation,Beginner,66,CR000055,2025-04-03T00:22:54,0.202,0.619,0.248,0.092,0.097,0.341
CAND000215,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Here's how C behaves at scale, and the trade-offs engineers make in production systems.",// C example,Split-screen code and output comparison,English,0.83,C,,,Career,career,Interview Preparation,Advanced,90,CR000081,2025-10-13T15:56:33,0.521,0.441,0.182,0.628,0.473,0.321
CAND000216,C# explained simply,Learn c# explained simply in under a minute,"Let's break down the basics of C# step by step, starting from what it actually is.",,Terminal window running C# commands,English,0.75,C#,AWS,,Generative AI,tech_educational,Learning,Beginner,55,CR000043,2025-07-18T11:21:57,0.501,0.2,0.429,0.465,0.357,0.378
CAND000217,Programming Language Updates update (2026),Latest in Programming Language Updates,"If you're preparing for placements, don't just memorize TypeScript answers - understand how it actually works under the hood.",// TypeScript example,Whiteboard diagram explaining system architecture,English,0.97,TypeScript,GCP|Redis,,Technology News,tech_news,News,Intermediate,53,CR000084,2025-09-12T17:30:16,0.373,0.25,0.16,0.072,0.386,0.277
CAND000218,Placement Prep,Placement Prep - what nobody tells you,"If you're preparing for placements, don't just memorize C# answers - understand how it actually works under the hood.",// C# example,Whiteboard diagram explaining system architecture,English,0.8,C#,,,Career,career,Interview Preparation,Intermediate,24,CR000039,2025-03-04T16:51:30,0.608,0.557,0.29,0.556,0.301,0.205
CAND000219,JavaScript explained simply,Learn javascript explained simply in under a minute,"Aaj hum dekhenge ki JavaScript kaise kaam karta hai. First, javascript basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Hindi-English,0.9,JavaScript,,,AI/ML,tech_educational,Project Help,Beginner,9,CR000002,2025-04-17T04:16:07,0.744,0.275,0.759,0.579,0.446,0.23
CAND000220,Programming developers be like,POV: debugging Programming at 2am,When your Algorithms code works on the first try but you have no idea why. Every developer knows this feeling.,,Gaming setup with GPU comparison on screen,English,0.98,,,,Software Engineering,programming_meme,Entertainment,Intermediate,85,CR000064,2025-11-24T14:15:57,0.29,0.199,0.297,0.247,0.296,0.874
CAND000221,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize Career answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.91,,,,Football,entertainment,Humor,Intermediate,41,CR000022,2025-07-26T18:02:34,0.571,0.24,0.299,0.048,0.404,0.839
CAND000222,Internship Advice,Internship Advice - what nobody tells you,"If you're preparing for placements, don't just memorize Databases answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,English,0.84,,,,Career,career,Career,Intermediate,85,CR000087,2025-04-30T08:35:58,0.524,0.296,0.192,0.714,0.519,0.182
CAND000223,Internship Advice,Internship Advice - what nobody tells you,"If you're preparing for placements, don't just memorize Web Development answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,English,0.89,,,,Career,career,Interview Preparation,Intermediate,71,CR000048,2025-06-18T09:43:04,0.425,0.28,0.195,0.71,0.238,0.155
CAND000224,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.","int main() { std::cout << ""hi""; }",Laptop screen showing Rust code in an IDE,Telugu,0.85,Rust|C++|Scala,,,Career,career,Motivation,Intermediate,36,CR000007,2025-05-11T09:40:31,0.583,0.531,0.154,0.697,0.485,0.41
CAND000225,Career Roadmaps,Career Roadmaps - what nobody tells you,"Ee video lo manam Dart gurinchi chuddam. First, dart basics, then a quick example with real code.",// Dart example,Split-screen code and output comparison,Telugu-English,0.82,Dart,,,Career,career,Interview Preparation,Intermediate,49,CR000087,2025-11-24T17:25:08,0.749,0.129,0.441,0.758,0.468,0.505
CAND000226,AI News update (2026),Latest in AI News,"Ee video lo manam Swift gurinchi chuddam. First, swift basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Telugu-English,0.99,Swift|Dart,GraphQL|Terraform,,Technology News,tech_news,News,Beginner,38,CR000011,2025-10-11T14:30:28,0.407,0.377,0.102,0.143,0.546,0.207
CAND000227,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize DevOps answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,Hindi,0.93,,,,Football,entertainment,Humor,Intermediate,47,CR000077,2025-08-31T15:17:02,0.621,0.012,0.254,0.034,0.472,0.878
CAND000228,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Terminal window running Kotlin commands,Hindi-English,0.97,Kotlin,,,Software Engineering,programming_meme,Entertainment,Beginner,55,CR000057,2025-07-03T00:37:00,0.829,0.457,0.169,0.159,0.556,0.955
CAND000229,Cloud News update (2026),Latest in Cloud News,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Terminal window running Kotlin commands,English,0.93,Kotlin,Docker|PostgreSQL,,Technology News,tech_news,News,Intermediate,50,CR000021,2025-01-27T02:45:23,0.662,0.284,0.226,0.147,0.415,0.254
CAND000230,Internship Advice,Internship Advice - what nobody tells you,"Let's break down the basics of SQL step by step, starting from what it actually is.",,Laptop screen showing SQL code in an IDE,Malayalam,0.88,SQL,,,Career,career,Motivation,Beginner,22,CR000090,2025-05-01T10:00:23,0.83,0.236,0.274,0.845,0.73,0.325
CAND000231,R explained simply,Learn r explained simply in under a minute,"Ee video alli navu R bagge nodona. First, r basics, then a quick example with real code.",// R example,Terminal window running R commands,Kannada-English,0.95,R|C++,,Svelte,Deep Learning,tech_educational,Learning,Beginner,73,CR000049,2025-02-25T22:53:06,0.779,0.109,0.743,0.504,0.461,0.368
CAND000232,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Aaj hum dekhenge ki Software Engineering kaise kaam karta hai. First, software engineering basics, then a quick example with real code.",,Dance/lipsync trend clip,Hindi-English,0.83,,,,Lifestyle,entertainment,Humor,Beginner,29,CR000059,2025-07-15T19:28:10,0.839,0.724,0.234,0.209,0.782,0.709
CAND000233,Career Roadmaps,Career Roadmaps - what nobody tells you,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Split-screen code and output comparison,English,0.89,C,,,Career,career,Interview Preparation,Beginner,48,CR000018,2025-11-08T23:49:26,0.781,0.265,0.179,0.844,0.431,0.293
CAND000234,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,10 AI tools that will GUARANTEE you a job in 2027!!!,,Gaming setup with GPU comparison on screen,Hindi-English,0.96,,,,AI/ML,hype,Promotion,Beginner,71,CR000054,2025-05-24T18:30:28,0.668,0.732,0.184,0.158,0.537,0.388
CAND000235,Scala explained simply,Learn scala explained simply in under a minute,"Aaj hum dekhenge ki Scala kaise kaam karta hai. First, scala basics, then a quick example with real code.",// Scala example,Laptop screen showing Scala code in an IDE,Hindi-English,0.98,Scala,Linux|Git,Laravel,Hardware,tech_educational,Curiosity,Advanced,49,CR000085,2025-07-02T14:14:29,0.474,0.264,0.461,0.614,0.411,0.156
CAND000236,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,// Scala example,Laptop screen showing Scala code in an IDE,English,0.88,Scala,,,Software Engineering,programming_meme,Entertainment,Beginner,88,CR000069,2025-09-10T22:16:50,0.572,0.047,0.224,0.116,0.435,0.914
CAND000237,Java explained simply,Learn java explained simply in under a minute,"If you're preparing for placements, don't just memorize Java answers - understand how it actually works under the hood.",public static void main(String[] args),Whiteboard diagram explaining system architecture,English,0.97,Java,PostgreSQL,,Networking,tech_educational,Interview Preparation,Intermediate,14,CR000070,2025-06-22T09:06:28,0.902,0.539,0.96,0.532,0.709,0.17
CAND000238,Python developers be like,POV: debugging Python at 2am,When your Python code works on the first try but you have no idea why. Every developer knows this feeling.,def train_model(data): ...,Whiteboard diagram explaining system architecture,Tamil,0.78,Python,,,Software Engineering,programming_meme,Entertainment,Advanced,23,CR000036,2025-02-06T03:50:29,0.795,0.146,0.335,0.218,0.651,0.816
CAND000239,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"If you're preparing for placements, don't just memorize APIs answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,Tamil,0.77,,,Node.js,Software Engineering,tech_educational,Curiosity,Intermediate,46,CR000003,2025-02-24T00:04:08,0.573,0.476,0.604,0.57,0.397,0.253
CAND000240,Career Roadmaps,Career Roadmaps - what nobody tells you,"Ee video lo manam OOP gurinchi chuddam. First, oop basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Telugu-English,0.92,,,,Career,career,Motivation,Beginner,22,CR000064,2025-01-21T09:35:34,0.66,0.13,0.247,0.754,0.514,0.358
CAND000241,Cybersecurity News update (2025),Latest in Cybersecurity News,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",,Laptop screen showing R code in an IDE,English,0.81,R,Kubernetes|AWS,,Technology News,tech_news,News,Intermediate,26,CR000007,2025-05-21T11:55:56,0.52,0.349,0.061,0.167,0.433,0.357
CAND000242,Java explained simply,Learn java explained simply in under a minute,"Ee video alli navu Java bagge nodona. First, java basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Kannada-English,0.79,Java|Kotlin,,,AI/ML,tech_educational,Curiosity,Beginner,18,CR000044,2025-07-10T05:37:49,0.831,0.214,0.777,0.422,0.576,0.06
CAND000243,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of System Design step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.78,,,,Memes,entertainment,Entertainment,Beginner,64,CR000073,2025-08-14T10:58:20,0.651,0.198,0.164,0.024,0.421,0.808
CAND000244,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"Let's break down the basics of Python step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.95,Python,,,AI/ML,tech_educational,Project Help,Beginner,26,CR000075,2025-05-13T21:28:26,0.872,0.144,0.941,0.462,0.7,0.154
CAND000245,10 AI tools that will GUARANTEE you a job in 2026!!!,10 AI tools that will GUARANTEE you a job in 2026!!!,Learn EVERYTHING about coding in 24 hours!,,Cybersecurity terminal showing network commands,Tamil-English,0.82,,,,AI/ML,hype,Motivation,Intermediate,72,CR000073,2025-09-14T20:00:31,0.398,0.704,0.138,0.1,0.341,0.152
CAND000246,C# explained simply,Learn c# explained simply in under a minute,"If you're preparing for placements, don't just memorize C# answers - understand how it actually works under the hood.",// C# example,Split-screen code and output comparison,English,0.84,C#,,Vue,Hardware,tech_educational,Learning,Intermediate,88,CR000049,2025-03-26T04:32:11,0.821,0.192,0.669,0.597,0.668,0.197
CAND000247,Cricket moment that broke the internet,Cricket content - just for laughs,"Ee video lo manam Blockchain gurinchi chuddam. First, blockchain basics, then a quick example with real code.",,Movie clip montage with trending audio,Telugu-English,0.88,,,,Cricket,entertainment,Humor,Intermediate,27,CR000049,2025-04-24T16:45:17,0.283,0.176,0.265,0.088,0.171,0.82
CAND000248,Ruby developers be like,POV: debugging Ruby at 2am,When your Ruby code works on the first try but you have no idea why. Every developer knows this feeling.,// Ruby example,Terminal window running Ruby commands,Telugu-English,0.86,Ruby,,,Software Engineering,programming_meme,Entertainment,Beginner,49,CR000044,2025-04-26T02:29:19,0.475,0.196,0.232,0.319,0.307,0.73
CAND000249,Swift explained simply,Learn swift explained simply in under a minute,"Let's break down the basics of Swift step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.78,Swift,,Flask,Networking,tech_educational,Curiosity,Beginner,47,CR000023,2025-07-01T12:32:59,0.684,0.266,0.639,0.577,0.649,0.237
CAND000250,Music moment that broke the internet,Music content - just for laughs,"Let's break down the basics of TypeScript step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.87,TypeScript,,,Music,entertainment,Humor,Beginner,45,CR000022,2025-02-06T06:38:56,0.482,0.084,0.085,0.092,0.382,0.992
CAND000251,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,You NEED to learn this or you'll be jobless by 2027,,Two laptops side by side for a spec comparison,English,0.9,,,,AI/ML,hype,Promotion,Beginner,27,CR000002,2025-05-30T11:10:43,0.29,0.799,0.111,0.041,0.192,0.34
CAND000252,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,,Two laptops side by side for a spec comparison,English,0.78,,,,AI/ML,hype,Motivation,Intermediate,76,CR000047,2025-05-07T08:44:18,0.279,0.771,0.155,0.065,0.258,0.141
CAND000253,HLD explained simply,Learn hld explained simply in under a minute,"Let's break down the basics of Data Structures step by step, starting from what it actually is.",,Neural network diagram with labeled layers,Malayalam,0.9,,,,Web Development,tech_educational,Project Help,Beginner,73,CR000095,2025-05-12T09:05:38,0.921,0.171,0.967,0.485,0.702,0.296
CAND000254,Dart developers be like,POV: debugging Dart at 2am,When your Dart code works on the first try but you have no idea why. Every developer knows this feeling.,// Dart example,Split-screen code and output comparison,English,0.88,Dart,,,Software Engineering,programming_meme,Entertainment,Beginner,10,CR000093,2025-01-05T08:52:48,0.252,0.168,0.226,0.157,0.383,0.907
CAND000255,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize Web Development answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,Hindi,0.78,,,,Football,entertainment,Entertainment,Intermediate,71,CR000092,2025-09-16T20:33:36,0.335,0.116,0.164,0.135,0.239,0.746
CAND000256,Cybersecurity News update (2025),Latest in Cybersecurity News,"If you're preparing for placements, don't just memorize Design Patterns answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,English,0.77,,Nginx|Git,,Technology News,tech_news,News,Intermediate,67,CR000001,2025-06-28T07:39:33,0.583,0.22,0.194,0.196,0.475,0.167
CAND000257,Python explained simply,Learn python explained simply in under a minute,"If you're preparing for placements, don't just memorize Python answers - understand how it actually works under the hood.",def train_model(data): ...,Terminal window running Python commands,English,0.9,Python,,,Hardware,tech_educational,Curiosity,Intermediate,87,CR000066,2025-02-05T04:56:18,0.752,0.393,0.844,0.519,0.706,0.106
CAND000258,Movies moment that broke the internet,Movies content - just for laughs,"Indha video la naam Blockchain pathi parkalam. First, blockchain basics, then a quick example with real code.",,Movie clip montage with trending audio,Tamil-English,0.86,,,,Movies,entertainment,Entertainment,Advanced,30,CR000019,2025-08-24T07:17:00,0.554,0.289,0.29,0.213,0.343,0.836
CAND000259,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of Frontend step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.78,,,,Movies,entertainment,Entertainment,Beginner,83,CR000015,2025-05-28T20:57:20,0.289,0.502,0.285,0.166,0.244,0.988
CAND000260,PHP explained simply,Learn php explained simply in under a minute,"Ee video lo manam PHP gurinchi chuddam. First, php basics, then a quick example with real code.",,Split-screen code and output comparison,Telugu-English,0.84,PHP|Kotlin|SQL,Terraform,Next.js,Web Development,tech_educational,Learning,Intermediate,22,CR000024,2025-06-15T20:59:18,0.612,0.111,0.447,0.447,0.473,0.078
CAND000261,Football moment that broke the internet,Football content - just for laughs,"Ee video alli navu AI/ML bagge nodona. First, ai/ml basics, then a quick example with real code.",,Dance/lipsync trend clip,Kannada-English,0.97,,,,Football,entertainment,Entertainment,Beginner,67,CR000092,2025-04-19T09:52:49,0.806,0.071,0.291,0.181,0.668,0.818
CAND000262,Comedy moment that broke the internet,Comedy content - just for laughs,"Aaj hum dekhenge ki R kaise kaam karta hai. First, r basics, then a quick example with real code.",,Dance/lipsync trend clip,Hindi-English,0.98,R|Python|PHP,,,Comedy,entertainment,Humor,Intermediate,68,CR000029,2025-09-05T00:06:22,0.36,0.377,0.15,0.114,0.259,1.0
CAND000263,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Here's how Scala behaves at scale, and the trade-offs engineers make in production systems.",// Scala example,Stadium crowd celebrating a goal/wicket,Telugu,0.84,Scala,,,Lifestyle,entertainment,Humor,Advanced,9,CR000099,2025-01-19T10:56:48,0.52,0.235,0.264,0.056,0.382,0.762
CAND000264,Cloud News update (2025),Latest in Cloud News,"Aaj hum dekhenge ki Data Structures kaise kaam karta hai. First, data structures basics, then a quick example with real code.",,Cybersecurity terminal showing network commands,Hindi-English,0.9,,GraphQL|MongoDB,,Technology News,tech_news,News,Beginner,70,CR000030,2025-02-13T18:54:24,0.554,0.167,0.214,0.168,0.475,0.228
CAND000265,DSA explained simply,Learn dsa explained simply in under a minute,"Let's break down the basics of Algorithms step by step, starting from what it actually is.",,Gaming setup with GPU comparison on screen,English,0.97,,,TensorFlow,Software Engineering,tech_educational,Project Help,Beginner,83,CR000028,2025-09-01T13:52:46,0.395,0.068,0.506,0.546,0.367,0.344
CAND000266,Cybersecurity News update (2026),Latest in Cybersecurity News,"Let's break down the basics of C step by step, starting from what it actually is.",public static void main(String[] args),Terminal window running C commands,English,0.87,C|Java,Azure|Terraform,,Technology News,tech_news,News,Beginner,20,CR000021,2025-01-20T06:03:27,0.365,0.102,0.234,0.0,0.326,0.33
CAND000267,Technical Interviews,Technical Interviews - what nobody tells you,"Here's how Ruby behaves at scale, and the trade-offs engineers make in production systems.",,Laptop screen showing Ruby code in an IDE,English,0.8,Ruby,,,Career,career,Motivation,Advanced,78,CR000007,2025-11-21T09:15:36,0.28,0.344,0.177,0.639,0.168,0.213
CAND000268,How Load Balancers Actually Work,Learn how load balancers actually work in under a minute,"Aaj hum dekhenge ki AI/ML kaise kaam karta hai. First, ai/ml basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Hindi-English,0.96,,AWS|Docker,,Blockchain,tech_educational,Learning,Beginner,29,CR000052,2025-06-06T02:28:42,0.388,0.108,0.46,0.511,0.143,0.239
CAND000269,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"If you're preparing for placements, don't just memorize Distributed Systems answers - understand how it actually works under the hood.",,Person explaining AWS architecture using a whiteboard,English,0.8,,Jenkins,Next.js,AI/ML,tech_educational,Project Help,Intermediate,81,CR000021,2025-10-24T07:04:39,0.482,0.125,0.412,0.456,0.417,0.118
CAND000270,Memes moment that broke the internet,Memes content - just for laughs,"Ee video lo manam DSA gurinchi chuddam. First, dsa basics, then a quick example with real code.",,Movie clip montage with trending audio,Telugu-English,0.96,,,,Memes,entertainment,Entertainment,Beginner,85,CR000074,2025-04-09T01:43:56,0.626,0.219,0.123,0.064,0.457,0.718
CAND000271,Microservices explained simply,Learn microservices explained simply in under a minute,"Aaj hum dekhenge ki Cloud kaise kaam karta hai. First, cloud basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Hindi-English,0.82,,Elasticsearch,,Frontend,tech_educational,Learning,Beginner,43,CR000014,2025-03-27T03:20:42,0.452,0.458,0.498,0.453,0.281,0.317
CAND000272,Music moment that broke the internet,Music content - just for laughs,"Let's break down the basics of System Design step by step, starting from what it actually is.",,Funny reaction clip with captions,Kannada,0.86,,,,Music,entertainment,Entertainment,Beginner,39,CR000008,2025-05-05T21:05:33,0.383,0.126,0.236,0.13,0.258,0.792
CAND000273,Football moment that broke the internet,Football content - just for laughs,"Here's how Networking behaves at scale, and the trade-offs engineers make in production systems.",,Stadium crowd celebrating a goal/wicket,Bengali,0.86,,,,Football,entertainment,Humor,Advanced,55,CR000099,2025-07-26T18:45:43,0.769,0.208,0.338,0.137,0.545,0.895
CAND000274,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize JavaScript answers - understand how it actually works under the hood.",const res = await fetch('/api/data');,Dance/lipsync trend clip,English,0.85,JavaScript,,,Cricket,entertainment,Humor,Intermediate,72,CR000080,2025-08-28T00:36:04,0.417,0.186,0.225,0.131,0.35,0.811
CAND000275,Swift developers be like,POV: debugging Swift at 2am,When your Swift code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running Swift commands,English,0.75,Swift,,,Software Engineering,programming_meme,Entertainment,Beginner,62,CR000084,2025-02-16T04:19:18,0.692,0.284,0.038,0.116,0.451,0.827
CAND000276,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Top secret AI trick recruiters don't want you to know,,Person explaining AWS architecture using a whiteboard,Hindi,0.78,,,,Career,hype,Promotion,Beginner,76,CR000058,2025-08-09T04:34:42,0.311,0.892,0.354,0.314,0.221,0.358
CAND000277,Hardware Launches update (2026),Latest in Hardware Launches,"Let's break down the basics of C++ step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.87,C++|Scala,MongoDB|AWS,,Technology News,tech_news,News,Beginner,50,CR000100,2025-05-18T22:17:53,0.556,0.231,0.255,0.225,0.433,0.424
CAND000278,DSA explained simply,Learn dsa explained simply in under a minute,"Let's break down the basics of AI/ML step by step, starting from what it actually is.",,Cybersecurity terminal showing network commands,English,0.82,,Kafka|Redis,,DevOps,tech_educational,Project Help,Beginner,26,CR000002,2025-10-07T19:57:57,0.282,0.122,0.273,0.567,0.329,0.291
CAND000279,System Design explained simply,Learn system design explained simply in under a minute,"Let's break down the basics of Backend step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.82,,,Django,Data Science,tech_educational,Learning,Beginner,60,CR000051,2025-04-07T18:28:50,0.64,0.032,0.543,0.603,0.501,0.329
CAND000280,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Let's break down the basics of C++ step by step, starting from what it actually is.",,Terminal window running C++ commands,English,0.86,C++,,,Career,career,Career,Beginner,18,CR000081,2025-10-10T03:00:58,0.646,0.355,0.105,0.673,0.515,0.359
CAND000281,LLD explained simply,Learn lld explained simply in under a minute,"Let's break down the basics of Distributed Systems step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.8,,Kubernetes|Jenkins,,Career,tech_educational,Interview Preparation,Beginner,43,CR000076,2025-08-12T11:25:41,0.408,0.363,0.429,0.489,0.401,0.218
CAND000282,Hardware Launches update (2025),Latest in Hardware Launches,"Let's break down the basics of DevOps step by step, starting from what it actually is.",,Gaming setup with GPU comparison on screen,Kannada,0.87,,Azure|Redis,,Technology News,tech_news,News,Beginner,68,CR000008,2025-01-08T06:08:41,0.867,0.28,0.273,0.195,0.707,0.344
CAND000283,Football moment that broke the internet,Football content - just for laughs,"Indha video la naam REST pathi parkalam. First, rest basics, then a quick example with real code.",,Dance/lipsync trend clip,Tamil-English,0.93,,,,Football,entertainment,Humor,Intermediate,32,CR000027,2025-07-09T00:41:43,0.621,0.242,0.183,0.225,0.566,0.945
CAND000284,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"If you're preparing for placements, don't just memorize Scala answers - understand how it actually works under the hood.",,Terminal window running Scala commands,Tamil,0.79,Scala,Git|Docker,,DevOps,tech_educational,Interview Preparation,Intermediate,80,CR000059,2025-11-27T02:20:01,0.906,0.213,0.804,0.496,0.72,0.321
CAND000285,HLD explained simply,Learn hld explained simply in under a minute,"If you're preparing for placements, don't just memorize DevOps answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,English,0.95,,GCP,.NET,Data Science,tech_educational,Interview Preparation,Intermediate,85,CR000003,2025-02-12T00:38:02,0.359,0.214,0.331,0.623,0.278,0.302
